"","NGenes","Direction","PValue","FDR"
"WP_BMP_SIGNALING_PATHWAY_IN_EYELID_DEVELOPMENT",20,"Up",0.0292865607871876,0.188109832748474
"WP_TRYPTOPHAN_METABOLISM",43,"Up",0.031057094190143,0.192093878879774
"WP_MAPK_CASCADE",28,"Up",0.0350116965327966,0.2031896447874
"WP_IL_1_SIGNALING_PATHWAY",37,"Up",0.0364687235870526,0.2031896447874
"WP_AMINO_ACID_METABOLISM",94,"Down",0.0372268066191974,0.2031896447874
"WP_IL_5_SIGNALING_PATHWAY",68,"Up",0.0377178382539485,0.2031896447874
"WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY",40,"Up",0.0417929818934803,0.2181071242566
"WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY",83,"Up",0.0445511068920833,0.225455601544785
"WP_PEROXIREDOXIN_2_INDUCED_OVARIAN_FAILURE",7,"Down",0.0499713007141063,0.245447271154581
"WP_ALPHA_6_BETA_4_INTEGRIN_SIGNALING_PATHWAY",66,"Up",0.0524269895075708,0.250151635650409
"WP_HFE_EFFECT_ON_HEPCIDIN_PRODUCTION",6,"Down",0.0575420897445154,0.26693136075928
"WP_HEDGEHOG_SIGNALING_PATHWAY",22,"Down",0.0607414296041427,0.267296150068259
"WP_ONE_CARBON_METABOLISM",29,"Down",0.0608218784586459,0.267296150068259
"WP_HISTONE_MODIFICATIONS",5,"Down",0.0694235928284335,0.2972753846756
"WP_APOE_AND_MIR_146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS",8,"Up",0.0716970674630634,0.29933525665829
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION",30,"Up",0.0757269264153677,0.308448700277229
"WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY",30,"Up",0.0811999275343082,0.322866378529273
"WP_HOMOLOGOUS_RECOMBINATION",12,"Down",0.0853001210685157,0.331281865545166
"WP_MISMATCH_REPAIR",9,"Down",0.092180145453231,0.339079058186951
"WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS",10,"Down",0.0923028168634581,0.339079058186951
"WP_IL_9_SIGNALING_PATHWAY",24,"Up",0.0961111831674002,0.339079058186951
"WP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY",17,"Up",0.0969546335811778,0.339079058186951
"WP_EPO_RECEPTOR_SIGNALING",26,"Up",0.0974598490597224,0.339079058186951
"WP_OSTEOCLAST_SIGNALING",14,"Up",0.101099291655627,0.34358414890384
"WP_INTEGRIN_MEDIATED_CELL_ADHESION",100,"Up",0.102869505659832,0.34358414890384
"WP_PENTOSE_PHOSPHATE_PATHWAY",7,"Down",0.111617390874432,0.365492240706472
"WP_DELTA_NOTCH_SIGNALING_PATHWAY",81,"Up",0.113863361551146,0.365676564981564
"WP_ALZHEIMER_39_S_DISEASE",74,"Up",0.12081923774591,0.380694579312584
"WP_HYPERTROPHY_MODEL",19,"Down",0.127460644390058,0.383543703599874
"WP_FOLIC_ACID_NETWORK",23,"Down",0.129950368317583,0.383543703599874
"WP_LEPTIN_INSULIN_SIGNALING_OVERLAP",18,"Up",0.130012188191771,0.383543703599874
"WP_IRON_HOMEOSTASIS",14,"Down",0.132114517450059,0.383543703599874
"WP_EUKARYOTIC_TRANSCRIPTION_INITIATION",41,"Down",0.135619775429159,0.383543703599874
"WP_NEURAL_CREST_DIFFERENTIATION",99,"Down",0.139960660898476,0.383543703599874
"WP_MIRNAS_AND_TFS_IN_IPS_CELL_GENERATION",7,"Down",0.139995056034933,0.383543703599874
"WP_INSULIN_SIGNALING",157,"Up",0.140096801913726,0.383543703599874
"WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULIN_LIKE_GROWTH_FACTOR_IGF1_AKT_SIGNALING",31,"Up",0.147235242324901,0.39640192439002
"WP_METAPATHWAY_BIOTRANSFORMATION",138,"Down",0.149540845727972,0.39640192439002
"WP_ADIPOGENESIS_GENES",132,"Up",0.153563714913518,0.400705318602462
"WP_NUCLEAR_RECEPTORS",38,"Up",0.168759447864825,0.433331244838769
"WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETA_OXIDATION",16,"Down",0.171256659636879,0.433331244838769
"WP_MAPK_SIGNALING_PATHWAY",159,"Up",0.174303267633367,0.434457398429438
"WP_ACETYLCHOLINE_SYNTHESIS",7,"Down",0.183634630706759,0.448153498672326
"WP_EBV_LMP1_SIGNALING",21,"Up",0.185165218014314,0.448153498672326
"WP_IL_7_SIGNALING_PATHWAY",43,"Up",0.192124537676916,0.45835425417207
"WP_EICOSANOID_SYNTHESIS",18,"Down",0.213559504049417,0.490876592790334
"WP_BURN_WOUND_HEALING",15,"Up",0.213810629236166,0.490876592790334
"WP_FATTY_ACID_OMEGA_OXIDATION",7,"Up",0.214574798046074,0.490876592790334
"WP_WHITE_FAT_CELL_DIFFERENTIATION",32,"Up",0.225257244621946,0.508350808808987
"WP_OXIDATIVE_DAMAGE_RESPONSE",41,"Up",0.229745355250382,0.511566324357517
"WP_EICOSANOID_METABOLISM_VIA_LIPOXYGENASES_LOX",26,"Up",0.238032217326236,0.523044477545808
"WP_HYPOXIA_DEPENDENT_SELF_RENEWAL_OF_MYOBLASTS",13,"Down",0.253143615998811,0.540890777963256
"WP_SIGNAL_TRANSDUCTION_OF_S1P_RECEPTOR",22,"Up",0.255692404846343,0.540890777963256
"WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS",52,"Down",0.256697382659341,0.540890777963256
"WP_HYPOXIA_DEPENDENT_DIFFERENTIATION_OF_MYOBLASTS",13,"Up",0.259109354712937,0.540890777963256
"WP_FOCAL_ADHESION",185,"Up",0.264430809196453,0.545184507849477
"WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA",58,"Up",0.289841168684646,0.582819094113058
"WP_EICOSANOID_LIPID_SYNTHESIS_MAP",9,"Down",0.290598866983169,0.582819094113058
"WP_APOPTOSIS",78,"Up",0.297061220907507,0.582819094113058
"WP_TGF_BETA_SIGNALING_PATHWAY",52,"Up",0.29933207321832,0.582819094113058
"WP_SEROTONIN_AND_ANXIETY",17,"Up",0.300134383794748,0.582819094113058
"WP_ESC_PLURIPOTENCY_PATHWAYS",116,"Up",0.307630828399807,0.588088623876126
"WP_TRIACYLGLYCERIDE_SYNTHESIS",23,"Down",0.309891011383827,0.588088623876126
"WP_APOPTOSIS_MODULATION_BY_HSP70",16,"Up",0.318993184550929,0.598560245168597
"WP_HYPOXIA_DEPENDENT_PROLIFERATION_OF_MYOBLASTS",19,"Up",0.377167698676089,0.699379614292473
"WP_WNT_SIGNALING_PATHWAY_WP539",108,"Up",0.381099071261168,0.699379614292473
"WP_DYSREGULATED_MIRNA_TARGETING_IN_INSULIN_PI3K_AKT_SIGNALING",26,"Up",0.390135547727555,0.708180831201106
"WP_ACE_INHIBITOR_PATHWAY",8,"Up",0.409861421045242,0.735987713059736
"WP_SELENIUM_METABOLISM_SELENOPROTEINS",45,"Down",0.422532208225458,0.736986209091997
"WP_OVARIAN_INFERTILITY",30,"Up",0.422533735065811,0.736986209091997
"WP_GLYCOGEN_METABOLISM",34,"Up",0.423656742951088,0.736986209091997
"WP_ETHANOL_METABOLISM_RESULTING_IN_PRODUCTION_OF_ROS_BY_CYP2E1",10,"Down",0.431425670448824,0.742763783143852
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCH_RUSSELL_PATHWAYS",50,"Down",0.443444569963861,0.755665746775151
"WP_GDNF_RET_SIGNALING_AXIS",23,"Up",0.45709275069493,0.770310121937301
"WP_DRAVET_SYNDROME_SCN1A_A1783V_POINT_MUTATION_MODEL",72,"Down",0.470638289968244,0.770310121937301
"WP_BLOOD_CLOTTING_CASCADE",20,"Down",0.477735250548501,0.770310121937301
"WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE",15,"Down",0.482446404341562,0.770310121937301
"WP_NOTCH_SIGNALING_PATHWAY",46,"Up",0.486638493987128,0.770310121937301
"WP_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES",5,"Down",0.488737903903761,0.770310121937301
"WP_PARKINSON_39_S_DISEASE",38,"Up",0.495469672927438,0.770310121937301
"WP_METHYLATION",9,"Up",0.499965386005316,0.770310121937301
"WP_ENDOCHONDRAL_OSSIFICATION",61,"Down",0.501043830918027,0.770310121937301
"WP_GPCRS_SMALL_LIGAND",18,"Down",0.502558153396099,0.770310121937301
"WP_STATIN_PATHWAY",19,"Down",0.502777265216562,0.770310121937301
"WP_FATTY_ACID_BETA_OXIDATION",33,"Down",0.527171940995325,0.798213945944637
"WP_G13_SIGNALING_PATHWAY",38,"Up",0.532971703257507,0.798213945944637
"WP_GPCRS_CLASS_B_SECRETIN_LIKE",22,"Down",0.5353291134479,0.798213945944637
"WP_WNT_SIGNALING_IN_KIDNEY_DISEASE",43,"Up",0.546174375466456,0.807178059317683
"WP_GPCRS_NON_ODORANT",265,"Down",0.560888784046225,0.813579874281166
"WP_PPAR_SIGNALING_PATHWAY",78,"Up",0.566055300468642,0.813579874281166
"WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS",149,"Up",0.566458518002638,0.813579874281166
"WP_LEPTIN_AND_ADIPONECTIN",10,"Up",0.56999308557423,0.813579874281166
"WP_GLUCURONIDATION",17,"Down",0.57833384515359,0.816725221829122
"WP_OXIDATION_BY_CYTOCHROME_P450",40,"Up",0.586527739777459,0.816725221829122
"WP_ID_SIGNALING_PATHWAY",50,"Up",0.59031982395651,0.816725221829122
"WP_SEROTONIN_AND_ANXIETY_RELATED_EVENTS",12,"Up",0.591979008614505,0.816725221829122
"WP_MRNA_PROCESSING",430,"Down",0.59768799397149,0.816725221829122
"WP_RETINOL_METABOLISM",39,"Down",0.601540133443006,0.816725221829122
"WP_OXIDATIVE_STRESS_RESPONSE",28,"Down",0.608249069210934,0.819174149663112
"WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS",41,"Up",0.627924351984285,0.834181666344162
"WP_ALANINE_AND_ASPARTATE_METABOLISM",15,"Up",0.629382574606972,0.834181666344162
"WP_COMPREHENSIVE_IL_17A_SIGNALING",99,"Down",0.641515511741495,0.843567641423855
"WP_KENNEDY_PATHWAY",14,"Down",0.66217140339288,0.845357076576352
"WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY",25,"Down",0.664176706564473,0.845357076576352
"WP_FATTY_ACID_OXIDATION",10,"Down",0.665598100662041,0.845357076576352
"WP_FOCAL_ADHESION_PI3K_AKT_MTOR_SIGNALING_PATHWAY",310,"Up",0.667692607991654,0.845357076576352
"WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS",71,"Up",0.668186431784901,0.845357076576352
"WP_MONOAMINE_GPCRS",32,"Down",0.67865693745756,0.85016068617945
"WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME",45,"Up",0.682164861964349,0.85016068617945
"WP_PTF1A_RELATED_REGULATORY_PATHWAY",11,"Up",0.687380853693187,0.850315574568609
"WP_NOVEL_JUN_DMP1_PATHWAY",25,"Up",0.702025294609278,0.862045766174629
"WP_MATRIX_METALLOPROTEINASES",29,"Up",0.70974820482182,0.865167519746306
"WP_NOD_LIKE_RECEPTOR_NLR_SIGNALING_PATHWAY",9,"Up",0.721914311818965,0.873620942563531
"WP_LUNG_FIBROSIS",60,"Down",0.728112124582718,0.874782192843985
"WP_PURINE_METABOLISM",169,"Down",0.745705276880746,0.889519865993461
"WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY",97,"Up",0.762403787297837,0.902988882827935
"WP_BDNF_PATHWAY",15,"Down",0.771219679401867,0.906997791972618
"WP_ESTROGEN_SIGNALING",75,"Down",0.796444628412842,0.922402147055482
"WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS_WP4345",23,"Up",0.80088809175476,0.922402147055482
"WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS_WP5296",23,"Up",0.80088809175476,0.922402147055482
"WP_DOPAMINERGIC_NEUROGENESIS",30,"Down",0.814819602795979,0.932019682650195
"WP_GLYCOLYSIS_AND_GLUCONEOGENESIS",49,"Down",0.83651238534284,0.950323594233022
"WP_FAS_PATHWAY_AND_STRESS_INDUCTION_OF_HSP_REGULATION",36,"Up",0.844430609749772,0.952837242082513
"WP_SIDS_SUSCEPTIBILITY_PATHWAYS",59,"Down",0.861396612571068,0.965442803804447
"WP_DISTAL_CONVOLUTED_TUBULE_1_DCT1_CELL",7,"Up",0.86872570499544,0.965442803804447
"WP_ROBO4_AND_VEGF_SIGNALING_PATHWAYS_CROSSTALK",6,"Down",0.872945289667494,0.965442803804447
"WP_REGULATION_OF_CARDIAC_HYPERTROPHY_BY_MIR_208",6,"Down",0.883150950030081,0.969684762037485
"WP_SPINAL_CORD_INJURY",98,"Up",0.888393823902606,0.969684762037485
"WP_INFLAMMATORY_RESPONSE_PATHWAY",30,"Down",0.89452655142058,0.969886525731371
"WP_MECHANISMS_ASSOCIATED_WITH_PLURIPOTENCY",288,"Up",0.903417921167373,0.969886525731371
"WP_BIOGENIC_AMINE_SYNTHESIS",15,"Down",0.906001784515532,0.969886525731371
"WP_SPHINGOLIPID_METABOLISM_OVERVIEW",24,"Down",0.912644292262724,0.970774501960987
"WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS",144,"Down",0.924151321544834,0.976792852518906
"WP_TCA_CYCLE",31,"Up",0.933908744512977,0.980897863733756
"WP_CHOLESTEROL_BIOSYNTHESIS",15,"Up",0.940980060600884,0.982147938252172
"WP_MITOCHONDRIAL_GENE_EXPRESSION",19,"Up",0.958575869060615,0.985982166936673
"WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE",27,"Up",0.967673494271661,0.985982166936673
"WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX",30,"Down",0.972426121391135,0.985982166936673
"WP_TRANSLATION_FACTORS",46,"Down",0.974752063478809,0.985982166936673
"WP_GPCRS_PEPTIDE",70,"Down",0.977614600660264,0.985982166936673
"WP_NON_HOMOLOGOUS_END_JOINING",7,"Up",0.980078082104717,0.985982166936673
"WP_WNT_SIGNALING_PATHWAY_WP403",60,"Down",0.990130703214503,0.990130703214503
