"","NGenes","PropDown","PropUp","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",105,0.123809523809524,0.257142857142857,"Up",0.2743,0.5485,0.0295,0.0313297872340425
"HALLMARK_APOPTOSIS",161,0.186335403726708,0.254658385093168,"Up",0.327,0.62875,0.0014,0.00397058823529412
"HALLMARK_COAGULATION",133,0.165413533834586,0.18796992481203,"Up",0.3511,0.650092592592593,0.0037,0.00675925925925926
"HALLMARK_PROTEIN_SECRETION",94,0.159574468085106,0.297872340425532,"Up",0.3704,0.661339285714286,0.0454,0.0472395833333333
"HALLMARK_XENOBIOTIC_METABOLISM",194,0.22680412371134,0.170103092783505,"Down",0.4459,0.768706896551724,8e-04,0.00339285714285714
"HALLMARK_PANCREAS_BETA_CELLS",39,0.102564102564103,0.128205128205128,"Up",0.4614,0.768916666666667,0.1025,0.1025
"HALLMARK_TGF_BETA_SIGNALING",53,0.188679245283019,0.30188679245283,"Up",0.5051,0.814596774193548,0.0099,0.0117261904761905
"HALLMARK_KRAS_SIGNALING_DN",192,0.109375,0.151041666666667,"Up",0.5257,0.821328125,8e-04,0.00339285714285714
"HALLMARK_IL2_STAT5_SIGNALING",197,0.228426395939086,0.197969543147208,"Down",0.6011,0.910681818181818,3e-04,0.00339285714285714
"HALLMARK_APICAL_SURFACE",44,0.159090909090909,0.159090909090909,"Up",0.6684,0.943802083333333,0.0069,0.0100735294117647
"HALLMARK_BILE_ACID_METABOLISM",111,0.171171171171171,0.252252252252252,"Up",0.6813,0.943802083333333,0.0076,0.010472972972973
"HALLMARK_FATTY_ACID_METABOLISM",150,0.273333333333333,0.213333333333333,"Down",0.6868,0.943802083333333,5e-04,0.00339285714285714
"HALLMARK_P53_PATHWAY",197,0.223350253807107,0.253807106598985,"Up",0.7119,0.943802083333333,0.0044,0.00741666666666667
"HALLMARK_GLYCOLYSIS",199,0.206030150753769,0.201005025125628,"Down",0.7433,0.943802083333333,0.0012,0.00359375
"HALLMARK_NOTCH_SIGNALING",32,0.09375,0.09375,"Up",0.7509,0.943802083333333,0.0547,0.055765306122449
"HALLMARK_UV_RESPONSE_UP",155,0.206451612903226,0.225806451612903,"Down",0.7772,0.943802083333333,9e-04,0.00339285714285714
"HALLMARK_ANDROGEN_RESPONSE",94,0.234042553191489,0.202127659574468,"Down",0.7837,0.943802083333333,0.0086,0.0109615384615385
"HALLMARK_ADIPOGENESIS",200,0.2,0.2,"Down",0.8133,0.943802083333333,0.0085,0.0109615384615385
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",193,0.181347150259067,0.253886010362694,"Up",0.8345,0.943802083333333,0.0196,0.0217222222222222
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",193,0.16580310880829,0.145077720207254,"Up",0.8475,0.943802083333333,0.0027,0.00576086956521739
"HALLMARK_DNA_REPAIR",148,0.175675675675676,0.189189189189189,"Up",0.8749,0.943802083333333,0.0172,0.0194886363636364
"HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY",48,0.1875,0.291666666666667,"Up",0.8885,0.943802083333333,0.0047,0.0075
"HALLMARK_PEROXISOME",102,0.245098039215686,0.245098039215686,"Down",0.9053,0.943802083333333,0.0078,0.010472972972973
"HALLMARK_MYOGENESIS",198,0.141414141414141,0.156565656565657,"Down",0.9061,0.943802083333333,0.0026,0.00576086956521739
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",71,0.23943661971831,0.253521126760563,"Down",0.9788,0.98215,0.0072,0.0102142857142857
"HALLMARK_MITOTIC_SPINDLE",199,0.221105527638191,0.236180904522613,"Up",0.9822,0.9822,0.0099,0.0117261904761905
