"","NGenes","PropDown","PropUp","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed"
"WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS",149,0.114093959731544,0.208053691275168,"Up",0.0517,0.232301282051282,0.0067,0.0213567307692308
"WP_DELTA_NOTCH_SIGNALING_PATHWAY",81,0.111111111111111,0.283950617283951,"Up",0.0531,0.232301282051282,0.02,0.0396625
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION",30,0.0666666666666667,0.166666666666667,"Up",0.0543,0.232301282051282,0.0094,0.0255975409836066
"WP_KIT_RECEPTOR_SIGNALING_PATHWAY",67,0.0597014925373134,0.313432835820896,"Up",0.057,0.236040243902439,0.0473,0.06575625
"WP_FATTY_ACID_OMEGA_OXIDATION",7,0,0.285714285714286,"Up",0.058,0.236040243902439,0.0113,0.0284659090909091
"WP_GLUTATHIONE_AND_ONE_CARBON_METABOLISM",31,0.419354838709677,0.129032258064516,"Down",0.0613,0.239830555555556,0.0129,0.0320291044776119
"WP_NEURAL_CREST_DIFFERENTIATION",99,0.121212121212121,0.101010101010101,"Down",0.0649,0.239830555555556,0.0022,0.00963461538461538
"WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY",83,0.0843373493975904,0.289156626506024,"Up",0.0659,0.239830555555556,0.0536,0.0721197580645161
"WP_HOMOLOGOUS_RECOMBINATION",12,0.333333333333333,0.0833333333333333,"Down",0.0699,0.239830555555556,0.0101,0.0270701612903226
"WP_OXIDATION_BY_CYTOCHROME_P450",40,0.075,0.2,"Up",0.0713,0.239830555555556,0.0018,0.00930428571428571
"WP_MAPK_CASCADE",28,0.0357142857142857,0.321428571428571,"Up",0.0715,0.239830555555556,0.1154,0.128423
"WP_WHITE_FAT_CELL_DIFFERENTIATION",32,0.1875,0.25,"Up",0.0727,0.239830555555556,1e-04,0.000835
"WP_IRON_HOMEOSTASIS",14,0.142857142857143,0,"Down",0.0729,0.239830555555556,0.2447,0.258585759493671
"WP_IL_3_SIGNALING_PATHWAY",99,0.101010101010101,0.313131313131313,"Up",0.073,0.239830555555556,0.0349,0.0538884259259259
"WP_HFE_EFFECT_ON_HEPCIDIN_PRODUCTION",6,0.333333333333333,0,"Down",0.0745,0.239830555555556,0.0786,0.0943730215827338
"WP_IL_5_SIGNALING_PATHWAY",68,0.0735294117647059,0.323529411764706,"Up",0.0764,0.239830555555556,0.049,0.0670053278688525
"WP_ERBB_SIGNALING_PATHWAY",46,0.108695652173913,0.260869565217391,"Up",0.0769,0.239830555555556,0.0385,0.0573316964285714
"WP_HEME_BIOSYNTHESIS",9,0.666666666666667,0,"Down",0.0776,0.239830555555556,0.0247,0.0452368131868132
"WP_ONE_CARBON_METABOLISM",29,0.413793103448276,0.172413793103448,"Down",0.0806,0.240211607142857,0.0039,0.0139771739130435
"WP_PENTOSE_PHOSPHATE_PATHWAY",7,0.285714285714286,0,"Down",0.0806,0.240211607142857,0.0023,0.00963461538461538
"WP_MIRNAS_AND_TFS_IN_IPS_CELL_GENERATION",7,0.142857142857143,0,"Down",0.0825,0.241564035087719,0.0236,0.0441893258426966
"WP_EBV_LMP1_SIGNALING",21,0.142857142857143,0.238095238095238,"Up",0.0841,0.241876229508197,0.0908,0.104634137931034
"WP_METHYLATION",9,0.111111111111111,0.111111111111111,"Up",0.0874,0.241876229508197,0.1904,0.202474203821656
"WP_HYPOXIA_DEPENDENT_PROLIFERATION_OF_MYOBLASTS",19,0.0526315789473684,0.210526315789474,"Up",0.0882,0.241876229508197,0.3967,0.406383742331288
"WP_IL_2_SIGNALING_PATHWAY",76,0.105263157894737,0.368421052631579,"Up",0.0884,0.241876229508197,0.0269,0.0471994736842105
"WP_FATTY_ACID_BIOSYNTHESIS",22,0.363636363636364,0.136363636363636,"Down",0.0914,0.24605564516129,0.0052,0.0175520408163265
"WP_EGFR1_SIGNALING_PATHWAY",174,0.155172413793103,0.35632183908046,"Up",0.1019,0.269983333333333,0.0113,0.0284659090909091
"WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS",10,0.1,0,"Down",0.1118,0.29159765625,0.2752,0.288994025157233
"WP_SEROTONIN_AND_ANXIETY_RELATED_EVENTS",12,0.0833333333333333,0.166666666666667,"Up",0.1148,0.294819230769231,0.0864,0.100842307692308
"WP_EICOSANOID_SYNTHESIS",18,0.166666666666667,0.0555555555555556,"Down",0.1328,0.335897727272727,0.0714,0.0889212686567164
"WP_NOTCH_SIGNALING_PATHWAY",46,0.0869565217391304,0.260869565217391,"Up",0.1369,0.340897826086957,0.0059,0.019539
"WP_ID_SIGNALING_PATHWAY",50,0.12,0.26,"Up",0.1398,0.340897826086957,0.0276,0.0473445
"WP_INTEGRIN_MEDIATED_CELL_ADHESION",100,0.13,0.25,"Up",0.1409,0.340897826086957,0.0409,0.0593213043478261
"WP_IL_6_SIGNALING_PATHWAY",99,0.111111111111111,0.292929292929293,"Up",0.1509,0.355992253521127,0.0212,0.0410703488372093
"WP_BURN_WOUND_HEALING",15,0.133333333333333,0.333333333333333,"Up",0.1514,0.355992253521127,0.0306,0.050018137254902
"WP_WNT_SIGNALING_PATHWAY_WP539",108,0.0925925925925926,0.240740740740741,"Up",0.16,0.370995138888889,0.0267,0.0471994736842105
"WP_MAPK_SIGNALING_PATHWAY",159,0.157232704402516,0.276729559748428,"Up",0.1683,0.374231818181818,0.0112,0.0284659090909091
"WP_GDNF_RET_SIGNALING_AXIS",23,0.0869565217391304,0.217391304347826,"Up",0.1707,0.374231818181818,0.0749,0.0913624087591241
"WP_HYPOXIA_DEPENDENT_SELF_RENEWAL_OF_MYOBLASTS",13,0.230769230769231,0.0769230769230769,"Down",0.1714,0.374231818181818,0.0863,0.100842307692308
"WP_IL_1_SIGNALING_PATHWAY",37,0.0540540540540541,0.297297297297297,"Up",0.1722,0.374231818181818,0.0844,0.0999039007092199
"WP_METAPATHWAY_BIOTRANSFORMATION",138,0.202898550724638,0.159420289855072,"Down",0.1726,0.374231818181818,6e-04,0.00510277777777778
"WP_EICOSANOID_METABOLISM_VIA_LIPOXYGENASES_LOX",26,0.153846153846154,0.230769230769231,"Up",0.1759,0.376499358974359,1e-04,0.000835
"WP_TGF_BETA_SIGNALING_PATHWAY",52,0.192307692307692,0.288461538461538,"Up",0.1857,0.387753125,0.0077,0.0236583333333333
"WP_OXIDATIVE_DAMAGE_RESPONSE",41,0.146341463414634,0.268292682926829,"Up",0.1858,0.387753125,0.0133,0.0320688405797101
"WP_EPO_RECEPTOR_SIGNALING",26,0.0769230769230769,0.384615384615385,"Up",0.1953,0.402552469135802,0.0376,0.0564941441441441
"WP_ACETYLCHOLINE_SYNTHESIS",7,0,0.142857142857143,"Down",0.2016,0.407540361445783,0.14,0.151980844155844
"WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME",45,0.0888888888888889,0.0666666666666667,"Up",0.2026,0.407540361445783,0.1402,0.151980844155844
"WP_IL_9_SIGNALING_PATHWAY",24,0.0833333333333333,0.333333333333333,"Up",0.2232,0.436791379310345,0.0345,0.0538884259259259
"WP_HYPERTROPHY_MODEL",19,0.263157894736842,0.210526315789474,"Down",0.2242,0.436791379310345,1e-04,0.000835
"WP_WNT_SIGNALING_IN_KIDNEY_DISEASE",43,0.0465116279069767,0.232558139534884,"Up",0.2269,0.436791379310345,0.0929,0.106205136986301
"WP_AMINO_ACID_METABOLISM",94,0.212765957446809,0.0957446808510638,"Down",0.2276,0.436791379310345,0.0132,0.0320688405797101
"WP_ACE_INHIBITOR_PATHWAY",8,0,0.125,"Up",0.2351,0.444752197802198,0.8499,0.854969578313253
"WP_PTF1A_RELATED_REGULATORY_PATHWAY",11,0.0909090909090909,0.363636363636364,"Up",0.2381,0.444752197802198,0.0173,0.0369326923076923
"WP_SIGNAL_TRANSDUCTION_OF_S1P_RECEPTOR",22,0.0454545454545455,0.318181818181818,"Up",0.2403,0.444752197802198,0.0566,0.0738554263565891
"WP_FOLIC_ACID_NETWORK",23,0.347826086956522,0.173913043478261,"Down",0.2424,0.444752197802198,0.0011,0.00797045454545455
"WP_MISMATCH_REPAIR",9,0.444444444444444,0.111111111111111,"Down",0.2465,0.447360326086957,0.0277,0.0473445
"WP_INSULIN_SIGNALING",157,0.114649681528662,0.280254777070064,"Up",0.2531,0.454401612903226,0.0356,0.054275
"WP_OVARIAN_INFERTILITY",30,0.0666666666666667,0.2,"Up",0.2564,0.455430319148936,0.0187,0.038931875
"WP_APOPTOSIS",78,0.166666666666667,0.282051282051282,"Up",0.2599,0.456788947368421,0.0358,0.054275
"WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS",41,0.0975609756097561,0.195121951219512,"Up",0.2694,0.465275773195876,0.0489,0.0670053278688525
"WP_DYSREGULATED_MIRNA_TARGETING_IN_INSULIN_PI3K_AKT_SIGNALING",26,0.153846153846154,0.346153846153846,"Up",0.2703,0.465275773195876,0.0073,0.0228443396226415
"WP_HYPOXIA_DEPENDENT_DIFFERENTIATION_OF_MYOBLASTS",13,0.0769230769230769,0.153846153846154,"Up",0.3063,0.5151115,0.1503,0.161882258064516
"WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE",27,0.037037037037037,0.037037037037037,"Up",0.307,0.5151115,0.9862,0.9862
"WP_IL_7_SIGNALING_PATHWAY",43,0.13953488372093,0.302325581395349,"Up",0.3085,0.5151115,0.0198,0.0396625
"WP_APOPTOSIS_MODULATION_BY_HSP70",16,0.1875,0.375,"Up",0.3166,0.520074019607843,0.0142,0.0323705479452055
"WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS",71,0.197183098591549,0.23943661971831,"Up",0.3177,0.520074019607843,0.0038,0.0139166666666667
"WP_EICOSANOID_LIPID_SYNTHESIS_MAP",9,0.111111111111111,0,"Down",0.3245,0.525327403846154,0.3693,0.380646604938272
"WP_BLOOD_CLOTTING_CASCADE",20,0.2,0.15,"Down",0.3272,0.525327403846154,0.0626,0.0797393129770992
"WP_STATIN_PATHWAY",19,0.263157894736842,0.263157894736842,"Down",0.3337,0.530662380952381,0.0081,0.0238780701754386
"WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY",97,0.123711340206186,0.22680412371134,"Up",0.341,0.537157075471698,0.0042,0.0147457446808511
"WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS",52,0.25,0.153846153846154,"Down",0.349,0.5406625,0.0089,0.0246325
"WP_LEPTIN_AND_ADIPONECTIN",10,0.1,0.3,"Up",0.3497,0.5406625,0.0909,0.104634137931034
"WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS",144,0.0972222222222222,0.138888888888889,"Up",0.3642,0.553908636363636,0.0561,0.0738554263565891
"WP_GPCRS_SMALL_LIGAND",18,0.111111111111111,0.0555555555555556,"Down",0.3649,0.553908636363636,0.559,0.569174695121951
"WP_PARKINSON_39_S_DISEASE",38,0.184210526315789,0.289473684210526,"Up",0.3774,0.567724774774775,0.0023,0.00963461538461538
"WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETA_OXIDATION",16,0.375,0.1875,"Down",0.4033,0.601274553571429,0.0029,0.0116085365853659
"WP_PPAR_SIGNALING_PATHWAY",78,0.192307692307692,0.217948717948718,"Up",0.4286,0.633343805309735,0.0017,0.00930428571428571
"WP_ALANINE_AND_ASPARTATE_METABOLISM",15,0.133333333333333,0.2,"Up",0.4409,0.642302155172414,0.022,0.0416551136363636
"WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE",15,0.133333333333333,0,"Down",0.4432,0.642302155172414,0.3525,0.365584782608696
"WP_GLYCOGEN_METABOLISM",34,0.147058823529412,0.235294117647059,"Up",0.4462,0.642302155172414,0.0569,0.0738554263565891
"WP_PROTEASOME_DEGRADATION",49,0.163265306122449,0.0612244897959184,"Down",0.4685,0.668642307692308,0.0636,0.0804003787878788
"WP_SPINAL_CORD_INJURY",98,0.153061224489796,0.183673469387755,"Up",0.4734,0.669910593220339,0.0029,0.0116085365853659
"WP_TRIACYLGLYCERIDE_SYNTHESIS",23,0.260869565217391,0.260869565217391,"Down",0.4966,0.696839075630252,1e-04,0.000835
"WP_ETHANOL_METABOLISM_RESULTING_IN_PRODUCTION_OF_ROS_BY_CYP2E1",10,0.3,0.1,"Down",0.5083,0.707314583333333,0.0282,0.0473445
"WP_WNT_SIGNALING_PATHWAY_WP403",60,0.166666666666667,0.266666666666667,"Up",0.5129,0.707817768595041,1e-04,0.000835
"WP_EUKARYOTIC_TRANSCRIPTION_INITIATION",41,0.195121951219512,0.121951219512195,"Down",0.5225,0.711107723577236,0.026,0.0471048913043478
"WP_MATRIX_METALLOPROTEINASES",29,0.0689655172413793,0.206896551724138,"Up",0.5238,0.711107723577236,0.2805,0.2927196875
"WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX",30,0.2,0.133333333333333,"Up",0.5344,0.719648790322581,8e-04,0.0062625
"WP_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES",5,0.4,0.2,"Down",0.5399,0.720817063492064,3e-04,0.00321153846153846
"WP_FAS_PATHWAY_AND_STRESS_INDUCTION_OF_HSP_REGULATION",36,0.194444444444444,0.25,"Up",0.5439,0.720817063492064,0.0064,0.020793137254902
"WP_G13_SIGNALING_PATHWAY",38,0.105263157894737,0.184210526315789,"Up",0.5889,0.774314566929134,0.135,0.149249337748344
"WP_NOD_LIKE_RECEPTOR_NLR_SIGNALING_PATHWAY",9,0.222222222222222,0.222222222222222,"Up",0.5959,0.777398046875,0.046,0.0646247899159664
"WP_MECHANISMS_ASSOCIATED_WITH_PLURIPOTENCY",288,0.142361111111111,0.204861111111111,"Up",0.6022,0.779527519379845,0.0184,0.0387905063291139
"WP_ENDOCHONDRAL_OSSIFICATION",61,0.147540983606557,0.147540983606557,"Down",0.6249,0.802691923076923,0.0088,0.0246325
"WP_DISTAL_CONVOLUTED_TUBULE_1_DCT1_CELL",7,0.142857142857143,0.142857142857143,"Up",0.6422,0.818618702290076,0.0649,0.0814281954887218
"WP_GPCRS_CLASS_B_SECRETIN_LIKE",22,0.181818181818182,0.227272727272727,"Down",0.6536,0.826839772727273,0.0341,0.0538884259259259
"WP_NOVEL_JUN_DMP1_PATHWAY",25,0.2,0.36,"Up",0.6685,0.839331954887218,0.0215,0.0411741379310345
"WP_GLUCURONIDATION",17,0.176470588235294,0.117647058823529,"Down",0.7004,0.869698888888889,0.0626,0.0797393129770992
"WP_DRAVET_SYNDROME_SCN1A_A1783V_POINT_MUTATION_MODEL",72,0.0972222222222222,0.125,"Down",0.7031,0.869698888888889,0.1031,0.116279391891892
"WP_GPCRS_PEPTIDE",70,0.0714285714285714,0.1,"Up",0.7383,0.902226642335766,0.1705,0.18246891025641
"WP_RETINOL_METABOLISM",39,0.179487179487179,0.128205128205128,"Down",0.7402,0.902226642335766,0.0142,0.0323705479452055
"WP_BIOGENIC_AMINE_SYNTHESIS",15,0.133333333333333,0.2,"Up",0.7556,0.909628125,4e-04,0.00389666666666667
"WP_TCA_CYCLE",31,0.161290322580645,0.290322580645161,"Up",0.7649,0.909628125,0.0571,0.0738554263565891
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCH_RUSSELL_PATHWAYS",50,0.28,0.18,"Down",0.7652,0.909628125,6e-04,0.00510277777777778
"WP_MITOCHONDRIAL_GENE_EXPRESSION",19,0.157894736842105,0.210526315789474,"Up",0.7701,0.909628125,0.0152,0.0328577922077922
"WP_SELENIUM_METABOLISM_SELENOPROTEINS",45,0.244444444444444,0.222222222222222,"Down",0.7782,0.909628125,0.0015,0.00930428571428571
"WP_OXIDATIVE_STRESS_RESPONSE",28,0.178571428571429,0.25,"Down",0.7843,0.909628125,0.0019,0.00930428571428571
"WP_SIDS_SUSCEPTIBILITY_PATHWAYS",59,0.169491525423729,0.186440677966102,"Up",0.7844,0.909628125,0.0147,0.0326206666666667
"WP_TRANSLATION_FACTORS",46,0.239130434782609,0.326086956521739,"Up",0.805,0.918329591836735,0.0011,0.00797045454545455
"WP_FATTY_ACID_BETA_OXIDATION",33,0.272727272727273,0.242424242424242,"Down",0.8069,0.918329591836735,0.0012,0.00835
"WP_NON_HOMOLOGOUS_END_JOINING",7,0.285714285714286,0.142857142857143,"Up",0.8084,0.918329591836735,0.0313,0.0506674757281553
"WP_FATTY_ACID_OXIDATION",10,0.3,0.2,"Down",0.8375,0.92126525974026,0.0034,0.0130104651162791
"WP_KENNEDY_PATHWAY",14,0.142857142857143,0.285714285714286,"Down",0.8395,0.92126525974026,0.002,0.00930428571428571
"WP_LUNG_FIBROSIS",60,0.133333333333333,0.116666666666667,"Down",0.8458,0.92126525974026,0.0035,0.0130943181818182
"WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS_WP4345",23,0.260869565217391,0.391304347826087,"Up",0.846,0.92126525974026,0.0016,0.00930428571428571
"WP_CHOLESTEROL_BIOSYNTHESIS",15,0.266666666666667,0.2,"Up",0.8473,0.92126525974026,0.1101,0.123344630872483
"WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY",25,0.24,0.16,"Down",0.849,0.92126525974026,0.0279,0.0473445
"WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS_WP5296",23,0.260869565217391,0.391304347826087,"Up",0.8496,0.92126525974026,0.0017,0.00930428571428571
"WP_DOPAMINERGIC_NEUROGENESIS",30,0.1,0.133333333333333,"Up",0.8603,0.92685,0.1398,0.151980844155844
"WP_INFLAMMATORY_RESPONSE_PATHWAY",30,0.133333333333333,0.166666666666667,"Up",0.8738,0.935360576923077,0.0748,0.0913624087591241
"WP_GLYCOLYSIS_AND_GLUCONEOGENESIS",49,0.163265306122449,0.224489795918367,"Up",0.8825,0.935987735849057,0.014,0.0323705479452055
"WP_PURINE_METABOLISM",169,0.183431952662722,0.183431952662722,"Up",0.8857,0.935987735849057,0.002,0.00930428571428571
"WP_SPHINGOLIPID_METABOLISM_OVERVIEW",24,0.208333333333333,0.166666666666667,"Up",0.8912,0.935987735849057,0.0347,0.0538884259259259
"WP_ESTROGEN_SIGNALING",75,0.173333333333333,0.186666666666667,"Up",0.9245,0.9648946875,0.057,0.0738554263565891
"WP_MONOAMINE_GPCRS",32,0.0625,0.0625,"Down",0.9449,0.978238580246913,0.7872,0.796691212121212
"WP_BDNF_PATHWAY",15,0.2,0.266666666666667,"Down",0.949,0.978238580246913,0.0777,0.0939677536231884
"WP_MRNA_PROCESSING",430,0.188372093023256,0.193023255813953,"Up",0.9576,0.981048159509203,0.0142,0.0323705479452055
"WP_REGULATION_OF_CARDIAC_HYPERTROPHY_BY_MIR_208",6,0.166666666666667,0.166666666666667,"Up",0.9728,0.987476060606061,0.0502,0.068089837398374
"WP_GPCRS_NON_ODORANT",265,0.0830188679245283,0.105660377358491,"Up",0.9757,0.987476060606061,0.075,0.0913624087591241
"WP_ROBO4_AND_VEGF_SIGNALING_PATHWAYS_CROSSTALK",6,0.333333333333333,0.333333333333333,"Down",0.9858,0.991688253012048,0.0087,0.0246325
"WP_COMPREHENSIVE_IL_17A_SIGNALING",99,0.222222222222222,0.242424242424242,"Up",0.9922,0.9922,0.008,0.0238780701754386
