"","NGenes","PropDown","PropUp","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed"
"REACTOME_GABA_RECEPTOR_ACTIVATION",59,0.0677966101694915,0.203389830508475,"Up",0.0076,0.162104166666667,0.0091,0.0434746411483254
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",24,0.333333333333333,0.0416666666666667,"Down",0.0077,0.162104166666667,9e-04,0.0185521739130435
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",94,0.265957446808511,0.0531914893617021,"Down",0.0078,0.162104166666667,0.0023,0.0259655172413793
"REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS",6,0,0.5,"Up",0.0085,0.169676,0.0089,0.0433434146341463
"REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS",17,0,0.411764705882353,"Up",0.0085,0.169676,0.0059,0.03670875
"REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING",12,0,0.333333333333333,"Up",0.0088,0.172254901960784,0.097,0.131183018867925
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST",9,0.555555555555556,0.111111111111111,"Down",0.009,0.172803846153846,0.003,0.0274240740740741
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",27,0.333333333333333,0.0740740740740741,"Down",0.0094,0.177120754716981,0.0105,0.0462193832599119
"REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION",30,0.233333333333333,0.1,"Down",0.0104,0.186809836065574,0.0205,0.0577932773109244
"REACTOME_NUCLEOTIDE_BIOSYNTHESIS",14,0.428571428571429,0.0714285714285714,"Down",0.0105,0.186809836065574,0.0056,0.0361831168831169
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS",33,0.121212121212121,0.242424242424242,"Up",0.0105,0.186809836065574,0.027,0.0654414457831325
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION",83,0.325301204819277,0.0843373493975904,"Down",0.0109,0.186809836065574,0.0012,0.020241935483871
"REACTOME_TYROSINE_CATABOLISM",5,0.6,0.2,"Down",0.011,0.186809836065574,0.0023,0.0259655172413793
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",31,0.516129032258065,0.032258064516129,"Down",0.0114,0.186809836065574,0.0157,0.0532220735785953
"REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM",13,0.307692307692308,0.0769230769230769,"Down",0.0114,0.186809836065574,0.002,0.0244725
"REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS",5,0.2,0,"Down",0.0114,0.186809836065574,0.0441,0.0815981549815498
"REACTOME_INTERLEUKIN_2_SIGNALING",9,0,0.333333333333333,"Up",0.0118,0.189034375,0.1185,0.150727249683143
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PI",17,0.294117647058824,0,"Down",0.0121,0.189034375,0.0605,0.0980481421647819
"REACTOME_MRNA_EDITING",7,0,0.285714285714286,"Up",0.0121,0.189034375,0.0666,0.103384451219512
"REACTOME_CDC42_GTPASE_CYCLE",94,0.0851063829787234,0.297872340425532,"Up",0.0131,0.197264788732394,0.0287,0.0675063926940639
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",26,0.346153846153846,0.0384615384615385,"Down",0.0134,0.197264788732394,0.0013,0.020241935483871
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS",16,0,0.1875,"Up",0.0136,0.197264788732394,0.1303,0.163103113325031
"REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY",7,0.571428571428571,0.285714285714286,"Down",0.0138,0.197264788732394,3e-04,0.0132105263157895
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C",20,0.35,0.05,"Down",0.0138,0.197264788732394,5e-04,0.0155793103448276
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",18,0.388888888888889,0,"Down",0.0139,0.197264788732394,0.0392,0.0782324752475247
"REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA",5,0.6,0,"Down",0.014,0.197264788732394,0.0013,0.020241935483871
"REACTOME_ACTIVATION_OF_SMO",13,0.230769230769231,0.0769230769230769,"Down",0.0151,0.205248101265823,0.0667,0.103384451219512
"REACTOME_METABOLISM_OF_STEROID_HORMONES",41,0.146341463414634,0.0975609756097561,"Down",0.0151,0.205248101265823,0.0216,0.059066847826087
"REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION",19,0.210526315789474,0.105263157894737,"Down",0.0158,0.205248101265823,0.0114,0.0475685483870968
"REACTOME_REGULATION_OF_KIT_SIGNALING",13,0,0.307692307692308,"Up",0.016,0.205248101265823,0.2233,0.249324805339266
"REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND",20,0.1,0.3,"Up",0.016,0.205248101265823,0.0067,0.038593063583815
"REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS",5,0.6,0,"Down",0.0161,0.205248101265823,0.0168,0.0547785016286645
"REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX",12,0.333333333333333,0,"Down",0.0161,0.205248101265823,0.0021,0.0251
"REACTOME_BIOSYNTHESIS_OF_E_SERIES_18_S_RESOLVINS",5,0.2,0.2,"Up",0.0162,0.205248101265823,3e-04,0.0132105263157895
"REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG",5,0.4,0.2,"Down",0.0172,0.210497727272727,2e-04,0.01255
"REACTOME_SIGNALING_BY_GPCR",615,0.0829268292682927,0.165853658536585,"Up",0.0173,0.210497727272727,0.0204,0.0577158192090395
"REACTOME_REPRESSION_OF_WNT_TARGET_GENES",10,0.1,0.3,"Up",0.0174,0.210497727272727,0.0044,0.0333389312977099
"REACTOME_SYNTHESIS_OF_PA",38,0.342105263157895,0.105263157894737,"Down",0.0176,0.210497727272727,0.01,0.0450455357142857
"REACTOME_NADE_MODULATES_DEATH_SIGNALLING",6,0.333333333333333,0,"Down",0.0178,0.210497727272727,0.0623,0.0995207006369427
"REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS",11,0,0.181818181818182,"Up",0.0179,0.210497727272727,0.0903,0.124636863823934
"REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION",9,0.444444444444444,0.111111111111111,"Down",0.0181,0.210497727272727,0.0072,0.0401039106145251
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",6,0,0.333333333333333,"Up",0.0184,0.210497727272727,0.0503,0.0880471204188482
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",34,0.382352941176471,0.0294117647058824,"Down",0.0185,0.210497727272727,0.0023,0.0259655172413793
"REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR",10,0,0.5,"Up",0.0188,0.211516853932584,0.0317,0.0709299107142857
"REACTOME_RHO_GTPASES_ACTIVATE_ROCKS",5,0,0.8,"Up",0.0194,0.215532608695652,0.0204,0.0577158192090395
"REACTOME_ALPHA_OXIDATION_OF_PHYTANATE",6,0,0.333333333333333,"Up",0.0196,0.215532608695652,0.0574,0.094858978583196
"REACTOME_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES",93,0.397849462365591,0.0752688172043011,"Down",0.0198,0.215532608695652,0.001,0.019076
"REACTOME_LEUKOTRIENE_RECEPTORS",5,0,0.2,"Up",0.0204,0.217878350515464,0.0503,0.0880471204188482
"REACTOME_CA2_PATHWAY",45,0.0666666666666667,0.244444444444444,"Up",0.0207,0.217878350515464,0.0779,0.112462446043165
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL",16,0.1875,0.3125,"Up",0.0209,0.217878350515464,0.0543,0.0912345058626466
"REACTOME_ERBB2_REGULATES_CELL_MOTILITY",13,0.230769230769231,0.307692307692308,"Up",0.0209,0.217878350515464,0.0012,0.020241935483871
"REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE",20,0.3,0.1,"Down",0.0211,0.217878350515464,0.0142,0.0516190812720848
"REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",8,0.25,0.25,"Up",0.0216,0.217973684210526,0.0169,0.0548961290322581
"REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS",21,0.0952380952380952,0.285714285714286,"Up",0.0218,0.217973684210526,0.0423,0.0803769376181474
"REACTOME_SIGNALING_BY_FGFR4",40,0.075,0.275,"Up",0.0219,0.217973684210526,0.0594,0.0970478827361564
"REACTOME_RET_SIGNALING",38,0.0263157894736842,0.342105263157895,"Up",0.022,0.217973684210526,0.0579,0.0955286184210526
"REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING",15,0,0.466666666666667,"Up",0.0227,0.217973684210526,0.0529,0.0902404761904762
"REACTOME_CD209_DC_SIGN_SIGNALING",17,0.0588235294117647,0.294117647058824,"Up",0.0233,0.217973684210526,0.018,0.056318125
"REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS",7,0,0.571428571428571,"Up",0.0234,0.217973684210526,0.0951,0.129660597826087
"REACTOME_HYALURONAN_METABOLISM",17,0.352941176470588,0.117647058823529,"Down",0.0237,0.217973684210526,0.0057,0.0363628205128205
"REACTOME_MYOGENESIS",24,0,0.333333333333333,"Up",0.0238,0.217973684210526,0.1914,0.219560457142857
"REACTOME_TIE2_SIGNALING",17,0,0.352941176470588,"Up",0.0239,0.217973684210526,0.0732,0.108003823529412
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",70,0.1,0.314285714285714,"Up",0.0239,0.217973684210526,0.0125,0.049211811023622
"REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",22,0,0.363636363636364,"Up",0.024,0.217973684210526,0.0343,0.0738488222698073
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING",21,0.0952380952380952,0.19047619047619,"Up",0.0244,0.217973684210526,0.0314,0.0704147651006711
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION",143,0.0769230769230769,0.188811188811189,"Up",0.0244,0.217973684210526,0.0495,0.0872544815465729
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",22,0.272727272727273,0.0454545454545455,"Down",0.0246,0.217973684210526,0.0409,0.0791764478764479
"REACTOME_MITOTIC_SPINDLE_CHECKPOINT",110,0.372727272727273,0.0727272727272727,"Down",0.0248,0.217973684210526,8e-04,0.0175116279069767
"REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE",18,0.166666666666667,0.111111111111111,"Down",0.0248,0.217973684210526,0.3434,0.368688128342246
"REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS",29,0.103448275862069,0.206896551724138,"Up",0.0254,0.221139655172414,0.1035,0.137204491413474
"REACTOME_TRIGLYCERIDE_CATABOLISM",11,0.181818181818182,0.363636363636364,"Up",0.0256,0.221139655172414,0.0026,0.0269494736842105
"REACTOME_RHOB_GTPASE_CYCLE",69,0.115942028985507,0.391304347826087,"Up",0.0263,0.22525641025641,0.0086,0.0427074626865672
"REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY",31,0.354838709677419,0.032258064516129,"Down",0.027,0.226474809160305,0.0199,0.057228
"REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS",11,0.181818181818182,0,"Down",0.0272,0.226474809160305,0.3325,0.358517508055854
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",45,0.155555555555556,0.355555555555556,"Up",0.0275,0.226474809160305,0.0029,0.0274240740740741
"REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION",12,0.0833333333333333,0.25,"Up",0.0279,0.226474809160305,0.039,0.0782324752475247
"REACTOME_POST_TRANSCRIPTIONAL_SILENCING_BY_SMALL_RNAS",6,0,0.5,"Up",0.0281,0.226474809160305,0.0294,0.0675063926940639
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING",33,0.0606060606060606,0.242424242424242,"Up",0.0284,0.226474809160305,0.1304,0.163103113325031
"REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS",6,0,0.166666666666667,"Up",0.0284,0.226474809160305,0.1247,0.157419622641509
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4",19,0.105263157894737,0.105263157894737,"Up",0.0285,0.226474809160305,0.102,0.135933333333333
"REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS",25,0.12,0.36,"Up",0.0288,0.226474809160305,0.005,0.0352097222222222
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42",20,0.1,0.35,"Up",0.0289,0.226474809160305,0.0418,0.0799942748091603
"REACTOME_REGULATION_OF_IFNG_SIGNALING",9,0,0.555555555555556,"Up",0.0292,0.226474809160305,0.0195,0.056932361516035
"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION",118,0.364406779661017,0.101694915254237,"Down",0.0294,0.226474809160305,3e-04,0.0132105263157895
"REACTOME_INTERFERON_GAMMA_SIGNALING",19,0.0526315789473684,0.578947368421053,"Up",0.0295,0.226474809160305,0.0324,0.0719200883002208
"REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS",8,0,0.25,"Up",0.0296,0.226474809160305,0.0672,0.103384451219512
"REACTOME_INTERLEUKIN_15_SIGNALING",11,0,0.454545454545455,"Up",0.0303,0.226607042253521,0.0406,0.0790528155339806
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES",84,0.261904761904762,0.107142857142857,"Down",0.0305,0.226607042253521,0.0024,0.0267369565217391
"REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL",18,0.222222222222222,0.111111111111111,"Down",0.0307,0.226607042253521,0.008,0.0423968911917098
"REACTOME_VITAMIN_B1_THIAMIN_METABOLISM",5,0,0.4,"Up",0.0308,0.226607042253521,0.0519,0.0895996557659208
"REACTOME_HSF1_DEPENDENT_TRANSACTIVATION",22,0.227272727272727,0.0909090909090909,"Down",0.0308,0.226607042253521,0.0127,0.0494186770428016
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",204,0.0882352941176471,0.17156862745098,"Up",0.031,0.226607042253521,0.025,0.0634172151898734
"REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND",15,0.0666666666666667,0.533333333333333,"Up",0.0312,0.226607042253521,0.0277,0.0657834123222749
"REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION",11,0.181818181818182,0.181818181818182,"Up",0.0316,0.226607042253521,0.0376,0.0776004073319756
"REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE",24,0.166666666666667,0.0416666666666667,"Down",0.0317,0.226607042253521,0.2249,0.250777136514983
"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS",21,0.333333333333333,0.0476190476190476,"Down",0.032,0.226607042253521,0.001,0.019076
"REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION",22,0.318181818181818,0,"Down",0.0321,0.226607042253521,0.0071,0.0397651685393258
"REACTOME_RAC1_GTPASE_CYCLE",171,0.0994152046783626,0.298245614035088,"Up",0.0328,0.228150344827586,0.0198,0.057228
"REACTOME_SIGNALING_BY_FGFR1",50,0.1,0.26,"Up",0.0328,0.228150344827586,0.0391,0.0782324752475247
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",85,0.117647058823529,0.294117647058824,"Up",0.033,0.228150344827586,0.0101,0.0450455357142857
"REACTOME_FRUCTOSE_CATABOLISM",5,0,0.6,"Up",0.0335,0.228274324324324,0.04,0.078492759295499
"REACTOME_MITOTIC_PROMETAPHASE",188,0.324468085106383,0.101063829787234,"Down",0.0335,0.228274324324324,5e-04,0.0155793103448276
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND",14,0.428571428571429,0.0714285714285714,"Down",0.0337,0.228274324324324,0.019,0.0567934328358209
"REACTOME_PI_METABOLISM",75,0.0533333333333333,0.413333333333333,"Up",0.0342,0.230111409395973,0.0417,0.079955258126195
"REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR",11,0.454545454545455,0.181818181818182,"Down",0.035,0.233932,0.0048,0.0350661764705882
"REACTOME_TBC_RABGAPS",34,0.0588235294117647,0.382352941176471,"Up",0.0359,0.236983116883117,0.0368,0.0767089397089397
"REACTOME_GAP_JUNCTION_DEGRADATION",11,0.0909090909090909,0.363636363636364,"Up",0.0361,0.236983116883117,0.0538,0.0908501683501683
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",35,0.371428571428571,0.0571428571428571,"Down",0.0363,0.236983116883117,0.0125,0.049211811023622
"REACTOME_RHOJ_GTPASE_CYCLE",16,0,0.5625,"Up",0.0364,0.236983116883117,0.0439,0.0815981549815498
"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING",32,0.0625,0.28125,"Up",0.0376,0.243227096774194,0.0741,0.108852415812592
"REACTOME_MISMATCH_REPAIR_MMR_DIRECTED_BY_MSH2_MSH3_MUTSBETA",9,0.444444444444444,0.111111111111111,"Down",0.0386,0.248103846153846,0.0211,0.0585434903047091
"REACTOME_ENDOGENOUS_STEROLS",27,0.111111111111111,0.259259259259259,"Up",0.0392,0.25036050955414,0.0013,0.020241935483871
"REACTOME_G0_AND_EARLY_G1",17,0.294117647058824,0.176470588235294,"Down",0.0398,0.252588607594937,0.0056,0.0361831168831169
"REACTOME_FRUCTOSE_METABOLISM",7,0,0.428571428571429,"Up",0.0402,0.253525786163522,0.0472,0.0848362007168459
"REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS",29,0.0689655172413793,0.206896551724138,"Up",0.0406,0.254367073170732,0.0138,0.0513032967032967
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING",31,0.0967741935483871,0.225806451612903,"Up",0.0411,0.254367073170732,0.0845,0.118916970546985
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE",50,0.06,0.44,"Up",0.0413,0.254367073170732,0.0277,0.0657834123222749
"REACTOME_SYNDECAN_INTERACTIONS",14,0.357142857142857,0.214285714285714,"Down",0.0414,0.254367073170732,0.0011,0.0198905660377359
"REACTOME_CA_DEPENDENT_EVENTS",27,0,0.148148148148148,"Up",0.0416,0.254367073170732,0.3521,0.376019361702128
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS",32,0.125,0.3125,"Up",0.0421,0.254607185628743,0.0335,0.0728498915401301
"REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3",7,0,0.714285714285714,"Up",0.0423,0.254607185628743,0.0242,0.06275
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",275,0.0654545454545455,0.163636363636364,"Up",0.0424,0.254607185628743,0.041,0.0792173410404624
"REACTOME_COHESIN_LOADING_ONTO_CHROMATIN",10,0.1,0.5,"Up",0.0432,0.25634674556213,0.0164,0.0538209836065574
"REACTOME_DAP12_SIGNALING",28,0,0.142857142857143,"Up",0.0432,0.25634674556213,0.283,0.310123227917121
"REACTOME_HYDROLYSIS_OF_LPC",8,0.25,0,"Down",0.0438,0.257058620689655,0.2018,0.228732957110609
"REACTOME_IFNG_SIGNALING_ACTIVATES_MAPKS",7,0,0.857142857142857,"Up",0.0439,0.257058620689655,0.0441,0.0815981549815498
"REACTOME_PROLACTIN_RECEPTOR_SIGNALING",9,0,0.333333333333333,"Up",0.0442,0.257058620689655,0.0362,0.0760893081761006
