"","NGenes","PropDown","PropUp","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed"
"HALLMARK_MYC_TARGETS_V2",58,0.362068965517241,0.0172413793103448,"Down",0.0048,0.0791666666666667,0.0014,0.00397058823529412
"HALLMARK_GLYCOLYSIS",199,0.206030150753769,0.201005025125628,"Down",0.7386,0.94734375,0.0014,0.00397058823529412
"HALLMARK_INTERFERON_GAMMA_RESPONSE",186,0.112903225806452,0.440860215053763,"Up",0.0264,0.148611111111111,0.0016,0.00430555555555556
"HALLMARK_APOPTOSIS",161,0.186335403726708,0.254658385093168,"Up",0.3269,0.628557692307692,0.0019,0.00486842105263158
"HALLMARK_INFLAMMATORY_RESPONSE",197,0.121827411167513,0.238578680203046,"Up",0.0077,0.095625,0.0024,0.00534090909090909
"HALLMARK_COAGULATION",133,0.165413533834586,0.18796992481203,"Up",0.3595,0.665648148148148,0.0023,0.00534090909090909
"HALLMARK_MYOGENESIS",198,0.141414141414141,0.156565656565657,"Down",0.9095,0.94734375,0.0023,0.00534090909090909
"HALLMARK_ALLOGRAFT_REJECTION",189,0.121693121693122,0.222222222222222,"Up",0.0268,0.148611111111111,0.0026,0.00554347826086956
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",193,0.16580310880829,0.145077720207254,"Up",0.836,0.94734375,0.003,0.00614583333333333
"HALLMARK_SPERMATOGENESIS",134,0.194029850746269,0.0970149253731343,"Down",9e-04,0.0425,0.0033,0.0065
"HALLMARK_HEDGEHOG_SIGNALING",36,0.305555555555556,0.166666666666667,"Down",0.1667,0.396785714285714,0.0036,0.00682692307692308
"HALLMARK_IL6_JAK_STAT3_SIGNALING",85,0.141176470588235,0.364705882352941,"Up",0.0129,0.107083333333333,0.0039,0.006875
"HALLMARK_P53_PATHWAY",197,0.223350253807107,0.253807106598985,"Up",0.7099,0.94734375,0.0039,0.006875
"HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY",48,0.1875,0.291666666666667,"Up",0.8895,0.94734375,0.0044,0.0075
"HALLMARK_UV_RESPONSE_DN",144,0.125,0.25,"Up",0.0304,0.15175,0.0048,0.007578125
"HALLMARK_ESTROGEN_RESPONSE_EARLY",194,0.221649484536082,0.154639175257732,"Down",0.0524,0.186964285714286,0.0049,0.007578125
"HALLMARK_COMPLEMENT",183,0.147540983606557,0.213114754098361,"Up",0.1975,0.429239130434783,0.0046,0.007578125
"HALLMARK_INTERFERON_ALPHA_RESPONSE",92,0.0978260869565217,0.5,"Up",0.0438,0.182291666666667,0.0051,0.00765151515151515
"HALLMARK_APICAL_SURFACE",44,0.159090909090909,0.159090909090909,"Up",0.6583,0.94734375,0.0054,0.00786764705882353
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",71,0.23943661971831,0.253521126760563,"Down",0.9832,0.9832,0.0065,0.00921428571428571
"HALLMARK_BILE_ACID_METABOLISM",111,0.171171171171171,0.252252252252252,"Up",0.6888,0.94734375,0.0082,0.0113194444444444
"HALLMARK_ADIPOGENESIS",200,0.2,0.2,"Down",0.8027,0.94734375,0.0088,0.0115131578947368
"HALLMARK_PEROXISOME",102,0.245098039215686,0.245098039215686,"Down",0.9044,0.94734375,0.0087,0.0115131578947368
"HALLMARK_HEME_METABOLISM",186,0.155913978494624,0.311827956989247,"Up",0.1923,0.429239130434783,0.0091,0.0116025641025641
"HALLMARK_TGF_BETA_SIGNALING",53,0.188679245283019,0.30188679245283,"Up",0.5053,0.81491935483871,0.0098,0.0116071428571429
"HALLMARK_ANDROGEN_RESPONSE",94,0.234042553191489,0.202127659574468,"Down",0.7823,0.94734375,0.0098,0.0116071428571429
"HALLMARK_MITOTIC_SPINDLE",199,0.221105527638191,0.236180904522613,"Up",0.9795,0.98315,0.0094,0.0116071428571429
"HALLMARK_APICAL_JUNCTION",197,0.116751269035533,0.218274111675127,"Up",0.0434,0.182291666666667,0.0109,0.0126162790697674
"HALLMARK_DNA_REPAIR",148,0.175675675675676,0.189189189189189,"Up",0.8652,0.94734375,0.0166,0.0188068181818182
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",193,0.181347150259067,0.253886010362694,"Up",0.8233,0.94734375,0.0178,0.0197222222222222
"HALLMARK_ANGIOGENESIS",36,0.166666666666667,0.0555555555555556,"Down",0.1291,0.339605263157895,0.0245,0.0265760869565217
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",105,0.123809523809524,0.257142857142857,"Up",0.2675,0.5417,0.0283,0.0300531914893617
"HALLMARK_PROTEIN_SECRETION",94,0.159574468085106,0.297872340425532,"Up",0.3757,0.670803571428571,0.0465,0.0483854166666667
"HALLMARK_NOTCH_SIGNALING",32,0.09375,0.09375,"Up",0.7556,0.94734375,0.0578,0.0589285714285714
"HALLMARK_PANCREAS_BETA_CELLS",39,0.102564102564103,0.128205128205128,"Up",0.4435,0.739083333333333,0.1093,0.1093
