"","NGenes","PropDown","PropUp","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed"
"WP_FOLIC_ACID_NETWORK",23,0.347826086956522,0.173913043478261,"Down",0.2383,0.432475543478261,0.0011,0.00762391304347826
"WP_AFLATOXIN_B1_METABOLISM",5,0.8,0,"Down",0.0013,0.06847,0.0012,0.00800208333333333
"WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT",18,0,0.5,"Up",1e-04,0.00835,0.0013,0.00835
"WP_ADIPOGENESIS_GENES",132,0.121212121212121,0.234848484848485,"Up",0.0028,0.0765416666666667,0.0015,0.00864821428571429
"WP_PPAR_SIGNALING_PATHWAY",78,0.192307692307692,0.217948717948718,"Up",0.4252,0.628319026548673,0.0015,0.00864821428571429
"WP_KENNEDY_PATHWAY",14,0.142857142857143,0.285714285714286,"Down",0.8382,0.926578896103896,0.0015,0.00864821428571429
"WP_SEROTONIN_AND_ANXIETY",17,0.0588235294117647,0.294117647058824,"Up",0.009,0.135877272727273,0.0016,0.00885606060606061
"WP_OXIDATIVE_STRESS_RESPONSE",28,0.178571428571429,0.25,"Down",0.7656,0.908236458333333,0.0018,0.00885606060606061
"WP_SELENIUM_METABOLISM_SELENOPROTEINS",45,0.244444444444444,0.222222222222222,"Down",0.7749,0.908236458333333,0.0018,0.00885606060606061
"WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS_WP4345",23,0.260869565217391,0.391304347826087,"Up",0.8517,0.926578896103896,0.0018,0.00885606060606061
"WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS_WP5296",23,0.260869565217391,0.391304347826087,"Up",0.8545,0.926578896103896,0.0017,0.00885606060606061
"WP_OXIDATION_BY_CYTOCHROME_P450",40,0.075,0.2,"Up",0.0711,0.23139406779661,0.0019,0.00908676470588235
"WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY",40,0.05,0.275,"Up",0.0133,0.147516666666667,0.002,0.00930428571428571
"WP_TYPE_II_INTERFERON_SIGNALING_IFNG",32,0.09375,0.5625,"Up",0.0171,0.152497368421053,0.0021,0.00950972222222222
"WP_PENTOSE_PHOSPHATE_PATHWAY",7,0.285714285714286,0,"Down",0.0788,0.23139406779661,0.0023,0.0101554054054054
"WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY",97,0.123711340206186,0.22680412371134,"Up",0.3439,0.534168055555555,0.0025,0.0107671052631579
"WP_TOLL_LIKE_RECEPTOR_SIGNALING",32,0.125,0.46875,"Up",0.0297,0.203290384615385,0.003,0.0117297619047619
"WP_NEURAL_CREST_DIFFERENTIATION",99,0.121212121212121,0.101010101010101,"Down",0.0661,0.23139406779661,0.0029,0.0117297619047619
"WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETA_OXIDATION",16,0.375,0.1875,"Down",0.4105,0.612010267857143,0.0028,0.0117297619047619
"WP_SPINAL_CORD_INJURY",98,0.153061224489796,0.183673469387755,"Up",0.4709,0.669910593220339,0.003,0.0117297619047619
"WP_LUNG_FIBROSIS",60,0.133333333333333,0.116666666666667,"Down",0.8466,0.926578896103896,0.0031,0.0118453488372093
"WP_FATTY_ACID_OXIDATION",10,0.3,0.2,"Down",0.8375,0.926578896103896,0.0032,0.0119556818181818
"WP_PARKINSON_39_S_DISEASE",38,0.184210526315789,0.289473684210526,"Up",0.3735,0.561857207207207,0.0035,0.0128033333333333
"WP_ONE_CARBON_METABOLISM",29,0.413793103448276,0.172413793103448,"Down",0.0809,0.23139406779661,0.0041,0.0143904255319149
"WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS",71,0.197183098591549,0.23943661971831,"Up",0.3151,0.518105339805825,0.0041,0.0143904255319149
"WP_MACROPHAGE_MARKERS",10,0,0.6,"Up",0.0021,0.06847,0.0042,0.0144385416666667
"WP_FATTY_ACID_BIOSYNTHESIS",22,0.363636363636364,0.136363636363636,"Down",0.0891,0.239860483870968,0.0044,0.0148255102040816
"WP_NOTCH_SIGNALING_PATHWAY",46,0.0869565217391304,0.260869565217391,"Up",0.1386,0.336299275362319,0.0059,0.019539
"WP_DYSREGULATED_MIRNA_TARGETING_IN_INSULIN_PI3K_AKT_SIGNALING",26,0.153846153846154,0.346153846153846,"Up",0.2692,0.463381958762887,0.0064,0.020793137254902
"WP_STATIN_PATHWAY",19,0.263157894736842,0.263157894736842,"Down",0.3298,0.529502403846154,0.0066,0.0210355769230769
"WP_NUCLEAR_RECEPTORS",38,0.131578947368421,0.236842105263158,"Up",0.0184,0.1532225,0.0079,0.0222194915254237
"WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS",149,0.114093959731544,0.208053691275168,"Up",0.0476,0.221506944444444,0.0075,0.0222194915254237
"WP_TGF_BETA_SIGNALING_PATHWAY",52,0.192307692307692,0.288461538461538,"Up",0.1731,0.366237341772152,0.0078,0.0222194915254237
"WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS",52,0.25,0.153846153846154,"Down",0.3455,0.534168055555555,0.0076,0.0222194915254237
"WP_FAS_PATHWAY_AND_STRESS_INDUCTION_OF_HSP_REGULATION",36,0.194444444444444,0.25,"Up",0.5518,0.731287698412698,0.0076,0.0222194915254237
"WP_ROBO4_AND_VEGF_SIGNALING_PATHWAYS_CROSSTALK",6,0.333333333333333,0.333333333333333,"Down",0.9847,0.990581626506024,0.0072,0.0222194915254237
"WP_COMPREHENSIVE_IL_17A_SIGNALING",99,0.222222222222222,0.242424242424242,"Up",0.9912,0.9912,0.0079,0.0222194915254237
"WP_ENDOCHONDRAL_OSSIFICATION",61,0.147540983606557,0.147540983606557,"Down",0.6257,0.803719615384615,0.0082,0.0226841666666667
"WP_HOMOLOGOUS_RECOMBINATION",12,0.333333333333333,0.0833333333333333,"Down",0.0719,0.23139406779661,0.0084,0.0228598360655738
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION",30,0.0666666666666667,0.166666666666667,"Up",0.0561,0.23139406779661,0.0089,0.0238379032258065
"WP_EGFR1_SIGNALING_PATHWAY",174,0.155172413793103,0.35632183908046,"Up",0.1025,0.271573809523809,0.0114,0.0300865079365079
"WP_SIDS_SUSCEPTIBILITY_PATHWAYS",59,0.169491525423729,0.186440677966102,"Up",0.7832,0.908236458333333,0.0118,0.03066015625
"WP_GLUTATHIONE_AND_ONE_CARBON_METABOLISM",31,0.419354838709677,0.129032258064516,"Down",0.0587,0.23139406779661,0.0121,0.0307431818181818
"WP_RETINOL_METABOLISM",39,0.179487179487179,0.128205128205128,"Down",0.7394,0.902348540145985,0.0122,0.0307431818181818
"WP_HEDGEHOG_SIGNALING_PATHWAY",22,0.363636363636364,0.136363636363636,"Down",0.0075,0.135877272727273,0.0139,0.0308393333333333
"WP_ELONGATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS",14,0.5,0,"Down",0.0132,0.147516666666667,0.0136,0.0308393333333333
"WP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY",17,0.0588235294117647,0.235294117647059,"Up",0.0478,0.221506944444444,0.013,0.0308393333333333
"WP_FATTY_ACID_OMEGA_OXIDATION",7,0,0.285714285714286,"Up",0.0596,0.23139406779661,0.0127,0.0308393333333333
"WP_MAPK_SIGNALING_PATHWAY",159,0.157232704402516,0.276729559748428,"Up",0.1721,0.366237341772152,0.0125,0.0308393333333333
"WP_OXIDATIVE_DAMAGE_RESPONSE",41,0.146341463414634,0.268292682926829,"Up",0.1848,0.385665625,0.0133,0.0308393333333333
"WP_AMINO_ACID_METABOLISM",94,0.212765957446809,0.0957446808510638,"Down",0.225,0.432475543478261,0.0134,0.0308393333333333
"WP_PTF1A_RELATED_REGULATORY_PATHWAY",11,0.0909090909090909,0.363636363636364,"Up",0.2354,0.432475543478261,0.0133,0.0308393333333333
"WP_APOPTOSIS_MODULATION_BY_HSP70",16,0.1875,0.375,"Up",0.3152,0.518105339805825,0.0138,0.0308393333333333
"WP_GLYCOLYSIS_AND_GLUCONEOGENESIS",49,0.163265306122449,0.224489795918367,"Up",0.8784,0.935465923566879,0.0144,0.0315322368421053
"WP_MRNA_PROCESSING",430,0.188372093023256,0.193023255813953,"Up",0.9571,0.980535889570552,0.0152,0.0328577922077922
"WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY",44,0.0909090909090909,0.340909090909091,"Up",0.0016,0.06847,0.0168,0.034965625
"WP_MECHANISMS_ASSOCIATED_WITH_PLURIPOTENCY",288,0.142361111111111,0.204861111111111,"Up",0.6026,0.780045348837209,0.0167,0.034965625
"WP_MITOCHONDRIAL_GENE_EXPRESSION",19,0.157894736842105,0.210526315789474,"Up",0.7825,0.908236458333333,0.0166,0.034965625
"WP_DELTA_NOTCH_SIGNALING_PATHWAY",81,0.111111111111111,0.283950617283951,"Up",0.052,0.228306578947368,0.0191,0.0390006097560976
"WP_OVARIAN_INFERTILITY",30,0.0666666666666667,0.2,"Up",0.2529,0.449212234042553,0.0192,0.0390006097560976
"WP_G_PROTEIN_SIGNALING_PATHWAYS",89,0.0898876404494382,0.292134831460674,"Up",0.0166,0.152497368421053,0.0202,0.0405427710843373
"WP_IL_7_SIGNALING_PATHWAY",43,0.13953488372093,0.302325581395349,"Up",0.3076,0.518105339805825,0.0209,0.0414517857142857
"WP_NOVEL_JUN_DMP1_PATHWAY",25,0.2,0.36,"Up",0.6748,0.847242481203007,0.0213,0.04175
"WP_IL_6_SIGNALING_PATHWAY",99,0.111111111111111,0.292929292929293,"Up",0.1465,0.349387857142857,0.0217,0.0420412790697674
"WP_OSTEOCLAST_SIGNALING",14,0.0714285714285714,0.357142857142857,"Up",0.0469,0.221506944444444,0.0221,0.0422244318181818
"WP_ALANINE_AND_ASPARTATE_METABOLISM",15,0.133333333333333,0.2,"Up",0.4479,0.651371982758621,0.0223,0.0422244318181818
"WP_MIRNAS_AND_TFS_IN_IPS_CELL_GENERATION",7,0.142857142857143,0,"Down",0.0813,0.23139406779661,0.0237,0.0443769662921348
"WP_FOCAL_ADHESION",185,0.140540540540541,0.243243243243243,"Up",0.0174,0.152497368421053,0.0259,0.0469909574468085
"WP_ALZHEIMER_39_S_DISEASE",74,0.0810810810810811,0.283783783783784,"Up",0.0317,0.203290384615385,0.026,0.0469909574468085
"WP_HEME_BIOSYNTHESIS",9,0.666666666666667,0,"Down",0.0797,0.23139406779661,0.0255,0.0469909574468085
"WP_IL_2_SIGNALING_PATHWAY",76,0.105263157894737,0.368421052631579,"Up",0.0882,0.239860483870968,0.0265,0.0469909574468085
"WP_WNT_SIGNALING_PATHWAY_WP539",108,0.0925925925925926,0.240740740740741,"Up",0.1638,0.366237341772152,0.0263,0.0469909574468085
"WP_EUKARYOTIC_TRANSCRIPTION_INITIATION",41,0.195121951219512,0.121951219512195,"Down",0.5228,0.713008536585366,0.0272,0.0477268421052632
"WP_ALPHA_6_BETA_4_INTEGRIN_SIGNALING_PATHWAY",66,0.0909090909090909,0.242424242424242,"Up",0.0425,0.221506944444444,0.028,0.0484811224489796
"WP_ETHANOL_METABOLISM_RESULTING_IN_PRODUCTION_OF_ROS_BY_CYP2E1",10,0.3,0.1,"Down",0.5111,0.71121125,0.0285,0.0484811224489796
"WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY",25,0.24,0.16,"Down",0.8508,0.926578896103896,0.0284,0.0484811224489796
"WP_ID_SIGNALING_PATHWAY",50,0.12,0.26,"Up",0.1366,0.336299275362319,0.0289,0.0486661616161616
"WP_NON_HOMOLOGOUS_END_JOINING",7,0.285714285714286,0.142857142857143,"Up",0.8022,0.916966326530612,0.0292,0.0486805
"WP_MISMATCH_REPAIR",9,0.444444444444444,0.111111111111111,"Down",0.2367,0.432475543478261,0.0303,0.0500173267326733
"WP_REGULATION_OF_ACTIN_CYTOSKELETON",149,0.0939597315436242,0.281879194630872,"Up",0.0076,0.135877272727273,0.0308,0.0503455882352941
"WP_INSULIN_SIGNALING",157,0.114649681528662,0.280254777070064,"Up",0.2511,0.449212234042553,0.0321,0.0519466346153846
"WP_GPCRS_CLASS_B_SECRETIN_LIKE",22,0.181818181818182,0.227272727272727,"Down",0.6463,0.817604166666667,0.0324,0.0519466346153846
"WP_IL_3_SIGNALING_PATHWAY",99,0.101010101010101,0.313131313131313,"Up",0.0722,0.23139406779661,0.0332,0.0522268867924528
"WP_BURN_WOUND_HEALING",15,0.133333333333333,0.333333333333333,"Up",0.1571,0.366237341772152,0.0331,0.0522268867924528
"WP_ESC_PLURIPOTENCY_PATHWAYS",116,0.103448275862069,0.232758620689655,"Up",0.0154,0.152497368421053,0.0352,0.0545069444444444
"WP_IL_9_SIGNALING_PATHWAY",24,0.0833333333333333,0.333333333333333,"Up",0.2194,0.432475543478261,0.0353,0.0545069444444444
"WP_EPO_RECEPTOR_SIGNALING",26,0.0769230769230769,0.384615384615385,"Up",0.2086,0.41961265060241,0.0368,0.0552905405405405
"WP_APOPTOSIS",78,0.166666666666667,0.282051282051282,"Up",0.265,0.460902604166667,0.0368,0.0552905405405405
"WP_SPHINGOLIPID_METABOLISM_OVERVIEW",24,0.208333333333333,0.166666666666667,"Up",0.8919,0.936722955974843,0.0364,0.0552905405405405
"WP_CHEMOKINE_SIGNALING_PATHWAY",174,0.0632183908045977,0.270114942528736,"Up",0.0083,0.135877272727273,0.0402,0.0578021551724138
"WP_FOCAL_ADHESION_PI3K_AKT_MTOR_SIGNALING_PATHWAY",310,0.129032258064516,0.17741935483871,"Up",0.0084,0.135877272727273,0.0394,0.0578021551724138
"WP_P38_MAPK_SIGNALING_PATHWAY",33,0.0606060606060606,0.333333333333333,"Up",0.0503,0.226804054054054,0.0402,0.0578021551724138
"WP_ERBB_SIGNALING_PATHWAY",46,0.108695652173913,0.260869565217391,"Up",0.0753,0.23139406779661,0.0391,0.0578021551724138
"WP_INTEGRIN_MEDIATED_CELL_ADHESION",100,0.13,0.25,"Up",0.139,0.336299275362319,0.0397,0.0578021551724138
"WP_APOE_AND_MIR_146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS",8,0,0.25,"Up",0.0262,0.198502272727273,0.044,0.0627320512820513
"WP_NOD_LIKE_RECEPTOR_NLR_SIGNALING_PATHWAY",9,0.222222222222222,0.222222222222222,"Up",0.596,0.777528515625,0.0452,0.0638987288135593
"WP_KIT_RECEPTOR_SIGNALING_PATHWAY",67,0.0597014925373134,0.313432835820896,"Up",0.0596,0.23139406779661,0.0456,0.0639231092436975
"WP_LEPTIN_INSULIN_SIGNALING_OVERLAP",18,0,0.277777777777778,"Up",0.0229,0.181711904761905,0.0467,0.06492125
"WP_REGULATION_OF_CARDIAC_HYPERTROPHY_BY_MIR_208",6,0.166666666666667,0.166666666666667,"Up",0.9737,0.990581626506024,0.0485,0.0668690082644628
"WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS",41,0.0975609756097561,0.195121951219512,"Up",0.2637,0.460902604166667,0.0501,0.0685110655737705
"WP_SIGNAL_TRANSDUCTION_OF_S1P_RECEPTOR",22,0.0454545454545455,0.318181818181818,"Up",0.2301,0.432475543478261,0.0519,0.0703979674796748
"WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY",83,0.0843373493975904,0.289156626506024,"Up",0.067,0.23139406779661,0.053,0.0708748
"WP_TCA_CYCLE",31,0.161290322580645,0.290322580645161,"Up",0.7641,0.908236458333333,0.0531,0.0708748
"WP_IL_5_SIGNALING_PATHWAY",68,0.0735294117647059,0.323529411764706,"Up",0.0818,0.23139406779661,0.0547,0.0724329365079365
"WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS",144,0.0972222222222222,0.138888888888889,"Up",0.3631,0.556232568807339,0.0582,0.075867578125
"WP_GLYCOGEN_METABOLISM",34,0.147058823529412,0.235294117647059,"Up",0.4525,0.651371982758621,0.0578,0.075867578125
"WP_ESTROGEN_SIGNALING",75,0.173333333333333,0.186666666666667,"Up",0.9253,0.9657296875,0.0613,0.0792926356589147
"WP_BLOOD_CLOTTING_CASCADE",20,0.2,0.15,"Down",0.3343,0.531616666666667,0.063,0.0802492366412214
"WP_DISTAL_CONVOLUTED_TUBULE_1_DCT1_CELL",7,0.142857142857143,0.142857142857143,"Up",0.6367,0.811607251908397,0.0627,0.0802492366412214
"WP_EICOSANOID_SYNTHESIS",18,0.166666666666667,0.0555555555555556,"Down",0.1283,0.324511363636364,0.0655,0.0821815789473684
"WP_PROTEASOME_DEGRADATION",49,0.163265306122449,0.0612244897959184,"Down",0.4734,0.669910593220339,0.0655,0.0821815789473684
"WP_GLUCURONIDATION",17,0.176470588235294,0.117647058823529,"Down",0.7036,0.876812313432836,0.0674,0.0839361940298508
"WP_BDNF_PATHWAY",15,0.2,0.266666666666667,"Down",0.9481,0.977310802469136,0.0731,0.0903655555555555
"WP_HFE_EFFECT_ON_HEPCIDIN_PRODUCTION",6,0.333333333333333,0,"Down",0.0774,0.23139406779661,0.0767,0.0922104316546763
"WP_GDNF_RET_SIGNALING_AXIS",23,0.0869565217391304,0.217391304347826,"Up",0.1677,0.366237341772152,0.0761,0.0922104316546763
"WP_INFLAMMATORY_RESPONSE_PATHWAY",30,0.133333333333333,0.166666666666667,"Up",0.8795,0.935465923566879,0.0752,0.0922104316546763
"WP_GPCRS_NON_ODORANT",265,0.0830188679245283,0.105660377358491,"Up",0.9792,0.990581626506024,0.0768,0.0922104316546763
"WP_SEROTONIN_AND_ANXIETY_RELATED_EVENTS",12,0.0833333333333333,0.166666666666667,"Up",0.1144,0.29838203125,0.08,0.0953689285714286
"WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULIN_LIKE_GROWTH_FACTOR_IGF1_AKT_SIGNALING",31,0.032258064516129,0.258064516129032,"Up",0.0387,0.221506944444444,0.0812,0.0954369718309859
"WP_IL_1_SIGNALING_PATHWAY",37,0.0540540540540541,0.297297297297297,"Up",0.1733,0.366237341772152,0.0808,0.0954369718309859
"WP_EBV_LMP1_SIGNALING",21,0.142857142857143,0.238095238095238,"Up",0.0797,0.23139406779661,0.0869,0.101426223776224
"WP_HYPOXIA_DEPENDENT_SELF_RENEWAL_OF_MYOBLASTS",13,0.230769230769231,0.0769230769230769,"Down",0.1687,0.366237341772152,0.0902,0.104548958333333
"WP_BMP_SIGNALING_PATHWAY_IN_EYELID_DEVELOPMENT",20,0,0.4,"Up",0.0314,0.203290384615385,0.0933,0.106662671232877
"WP_LEPTIN_AND_ADIPONECTIN",10,0.1,0.3,"Up",0.3411,0.534168055555555,0.0929,0.106662671232877
"WP_WNT_SIGNALING_IN_KIDNEY_DISEASE",43,0.0465116279069767,0.232558139534884,"Up",0.2259,0.432475543478261,0.095,0.107868367346939
"WP_DRAVET_SYNDROME_SCN1A_A1783V_POINT_MUTATION_MODEL",72,0.0972222222222222,0.125,"Down",0.7118,0.880461111111111,0.0971,0.109509121621622
"WP_MAPK_CASCADE",28,0.0357142857142857,0.321428571428571,"Up",0.0718,0.23139406779661,0.1152,0.128868333333333
"WP_CHOLESTEROL_BIOSYNTHESIS",15,0.266666666666667,0.2,"Up",0.8511,0.926578896103896,0.1158,0.128868333333333
"WP_G13_SIGNALING_PATHWAY",38,0.105263157894737,0.184210526315789,"Up",0.582,0.765241338582677,0.1309,0.144714900662252
"WP_ACETYLCHOLINE_SYNTHESIS",7,0,0.142857142857143,"Down",0.1997,0.406604268292683,0.1387,0.152332565789474
"WP_DOPAMINERGIC_NEUROGENESIS",30,0.1,0.133333333333333,"Up",0.8613,0.927927419354839,0.1399,0.152646732026144
"WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME",45,0.0888888888888889,0.0666666666666667,"Up",0.1935,0.398841358024691,0.1422,0.154149675324675
"WP_HYPOXIA_DEPENDENT_DIFFERENTIATION_OF_MYOBLASTS",13,0.0769230769230769,0.153846153846154,"Up",0.3069,0.518105339805825,0.1489,0.160373870967742
"WP_GPCRS_PEPTIDE",70,0.0714285714285714,0.1,"Up",0.7403,0.902348540145985,0.1698,0.181719551282051
"WP_METHYLATION",9,0.111111111111111,0.111111111111111,"Up",0.0849,0.236165833333333,0.1889,0.200878662420382
"WP_IRON_HOMEOSTASIS",14,0.142857142857143,0,"Down",0.0793,0.23139406779661,0.2477,0.26175664556962
"WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS",10,0.1,0,"Down",0.1175,0.301756153846154,0.2745,0.288258805031447
"WP_MATRIX_METALLOPROTEINASES",29,0.0689655172413793,0.206896551724138,"Up",0.5252,0.713008536585366,0.2837,0.2960596875
"WP_EICOSANOID_LIPID_SYNTHESIS_MAP",9,0.111111111111111,0,"Down",0.3184,0.518105339805825,0.36,0.371059567901235
"WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE",15,0.133333333333333,0,"Down",0.4492,0.651371982758621,0.3593,0.371059567901235
"WP_HYPOXIA_DEPENDENT_PROLIFERATION_OF_MYOBLASTS",19,0.0526315789473684,0.210526315789474,"Up",0.0818,0.23139406779661,0.3973,0.406998466257669
"WP_GPCRS_SMALL_LIGAND",18,0.111111111111111,0.0555555555555556,"Down",0.3713,0.561857207207207,0.5516,0.561639329268293
"WP_MONOAMINE_GPCRS",32,0.0625,0.0625,"Down",0.9419,0.97695,0.7802,0.789606363636364
"WP_ACE_INHIBITOR_PATHWAY",8,0,0.125,"Up",0.2319,0.432475543478261,0.8454,0.850442469879518
"WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE",27,0.037037037037037,0.037037037037037,"Up",0.3196,0.518105339805825,0.9895,0.9895
