"","NGenes","PropDown","PropUp","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed"
"REACTOME_METABOLISM_OF_NUCLEOTIDES",94,0.265957446808511,0.234042553191489,"Down",0.6799,0.833418070818071,0.0015,0.0223969230769231
"REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7",5,0.8,0,"Down",0.0017,0.108766666666667,0.0018,0.0228181818181818
"REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION",12,0.75,0,"Down",0.0017,0.108766666666667,0.0017,0.0228181818181818
"REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING",14,0.142857142857143,0.285714285714286,"Up",0.0065,0.167713636363636,0.0017,0.0228181818181818
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION",83,0.325301204819277,0.0843373493975904,"Down",0.0112,0.180558064516129,0.0018,0.0228181818181818
"REACTOME_ENDOGENOUS_STEROLS",27,0.111111111111111,0.259259259259259,"Up",0.0421,0.25129880952381,0.0018,0.0228181818181818
"REACTOME_SYNDECAN_INTERACTIONS",14,0.357142857142857,0.214285714285714,"Down",0.0453,0.262251724137931,0.0017,0.0228181818181818
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS",181,0.30939226519337,0.0828729281767956,"Down",0.0753,0.313438842975207,0.0016,0.0228181818181818
"REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX",31,0.129032258064516,0.258064516129032,"Up",0.2857,0.545233079847909,0.0017,0.0228181818181818
"REACTOME_ARACHIDONIC_ACID_METABOLISM",51,0.137254901960784,0.117647058823529,"Up",0.3175,0.574139928057554,0.0018,0.0228181818181818
"REACTOME_PEPTIDE_HORMONE_METABOLISM",63,0.142857142857143,0.174603174603175,"Up",0.4042,0.637045070422535,0.0016,0.0228181818181818
"REACTOME_APOPTOSIS",102,0.215686274509804,0.303921568627451,"Up",0.5236,0.735166713286713,0.0017,0.0228181818181818
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS",61,0.213114754098361,0.278688524590164,"Up",0.6954,0.841122168674699,0.0018,0.0228181818181818
"REACTOME_REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE",35,0.371428571428571,0.0285714285714286,"Down",0.0073,0.167713636363636,0.0019,0.0235113924050633
"REACTOME_TYROSINE_CATABOLISM",5,0.6,0.2,"Down",0.0103,0.180558064516129,0.0019,0.0235113924050633
"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS",11,0.272727272727273,0.181818181818182,"Down",0.0029,0.130063636363636,0.002,0.0242141176470588
"REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM",13,0.307692307692308,0.0769230769230769,"Down",0.0095,0.180558064516129,0.0021,0.0242141176470588
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",94,0.265957446808511,0.0531914893617021,"Down",0.0096,0.180558064516129,0.0021,0.0242141176470588
"REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX",12,0.333333333333333,0,"Down",0.0169,0.202531034482759,0.0021,0.0242141176470588
"REACTOME_ISG15_ANTIVIRAL_MECHANISM",27,0.111111111111111,0.518518518518518,"Up",0.0775,0.31738693877551,0.0021,0.0242141176470588
"REACTOME_POLYMERASE_SWITCHING",14,0.285714285714286,0.142857142857143,"Down",0.3227,0.580538709677419,0.0021,0.0242141176470588
"REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES",22,0.136363636363636,0.454545454545455,"Up",0.0685,0.306331555555556,0.0022,0.0242539325842697
"REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES",18,0.166666666666667,0.222222222222222,"Up",0.4327,0.666921092564492,0.0022,0.0242539325842697
"REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS",70,0.2,0.2,"Up",0.4371,0.666921092564492,0.0022,0.0242539325842697
"REACTOME_MIRO_GTPASE_CYCLE",7,0.285714285714286,0.142857142857143,"Up",0.5514,0.755602455661664,0.0022,0.0242539325842697
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST",9,0.555555555555556,0.111111111111111,"Down",0.0073,0.167713636363636,0.0023,0.024554347826087
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",72,0.222222222222222,0.291666666666667,"Up",0.7021,0.845153717026379,0.0023,0.024554347826087
"REACTOME_SYNTHESIS_OF_PC",26,0.153846153846154,0.153846153846154,"Down",0.9391,0.972968214654283,0.0023,0.024554347826087
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES",84,0.261904761904762,0.107142857142857,"Down",0.0273,0.222168918918919,0.0025,0.0258926315789474
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",37,0.162162162162162,0.297297297297297,"Up",0.1696,0.42106024691358,0.0025,0.0258926315789474
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX",23,0.130434782608696,0.217391304347826,"Up",0.6542,0.815859130434783,0.0025,0.0258926315789474
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",25,0.44,0.12,"Down",0.0692,0.307144736842105,0.0026,0.02666875
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",45,0.155555555555556,0.355555555555556,"Up",0.0257,0.222168918918919,0.003,0.0274240740740741
"REACTOME_TRIGLYCERIDE_CATABOLISM",11,0.181818181818182,0.363636363636364,"Up",0.0267,0.222168918918919,0.003,0.0274240740740741
"REACTOME_RND1_GTPASE_CYCLE",42,0.166666666666667,0.333333333333333,"Up",0.0402,0.246740606060606,0.0027,0.0274240740740741
"REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN",45,0.311111111111111,0.0888888888888889,"Down",0.1055,0.34892302631579,0.0028,0.0274240740740741
"REACTOME_PENTOSE_PHOSPHATE_PATHWAY",13,0.230769230769231,0.153846153846154,"Down",0.1569,0.406128350515464,0.003,0.0274240740740741
"REACTOME_CELLULAR_SENESCENCE",92,0.260869565217391,0.173913043478261,"Down",0.2035,0.457415212527964,0.0029,0.0274240740740741
"REACTOME_S_PHASE",144,0.270833333333333,0.0972222222222222,"Down",0.2771,0.535885,0.0029,0.0274240740740741
"REACTOME_PROGRAMMED_CELL_DEATH",133,0.210526315789474,0.338345864661654,"Up",0.3686,0.609219312602291,0.0029,0.0274240740740741
"REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES",13,0.153846153846154,0.230769230769231,"Up",0.4028,0.637045070422535,0.0029,0.0274240740740741
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",110,0.236363636363636,0.181818181818182,"Down",0.6584,0.817658096415328,0.003,0.0274240740740741
"REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS",24,0.125,0.208333333333333,"Up",0.7936,0.896202699662542,0.0029,0.0274240740740741
"REACTOME_METABOLISM",1722,0.195121951219512,0.20383275261324,"Up",0.9729,0.989606281661601,0.003,0.0274240740740741
"REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT",5,0.8,0,"Down",0.0031,0.13052,0.0031,0.0278381818181818
"REACTOME_METABOLISM_OF_CARBOHYDRATES",267,0.217228464419476,0.168539325842697,"Down",0.2047,0.457613808463252,0.0031,0.0278381818181818
"REACTOME_NOD1_2_SIGNALING_PATHWAY",31,0.161290322580645,0.225806451612903,"Up",0.603,0.785164461738003,0.0032,0.0284918918918919
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",9,0.333333333333333,0.111111111111111,"Down",0.0742,0.31322268907563,0.0033,0.0288761061946903
"REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION",12,0.416666666666667,0.166666666666667,"Down",0.1503,0.394897905759162,0.0033,0.0288761061946903
"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1",43,0.232558139534884,0.255813953488372,"Up",0.8597,0.929051237890205,0.0034,0.0295035087719298
"REACTOME_SIGNALING_BY_ERBB2",44,0.136363636363636,0.295454545454545,"Up",0.0863,0.32925855513308,0.0035,0.0298603448275862
"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING",26,0.192307692307692,0.153846153846154,"Up",0.9975,0.999440918163673,0.0035,0.0298603448275862
"REACTOME_HDL_ASSEMBLY",7,0,0.571428571428571,"Up",4e-04,0.08785,0.0036,0.0302050847457627
"REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR",11,0.454545454545455,0.181818181818182,"Down",0.0348,0.23105298013245,0.0036,0.0302050847457627
"REACTOME_MUSCLE_CONTRACTION",161,0.161490683229814,0.149068322981366,"Down",0.6447,0.81206992481203,0.0037,0.0307949579831933
"REACTOME_SERINE_BIOSYNTHESIS",9,0.111111111111111,0.444444444444444,"Up",0.1301,0.380671137026239,0.0038,0.0308606557377049
"REACTOME_MITOPHAGY",29,0.241379310344828,0.241379310344828,"Up",0.8218,0.917600222222222,0.0038,0.0308606557377049
"REACTOME_CELLULAR_HEXOSE_TRANSPORT",19,0.157894736842105,0.105263157894737,"Up",0.8837,0.940810816542948,0.0038,0.0308606557377049
"REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM",6,0,0.666666666666667,"Up",0.0035,0.133223076923077,0.004,0.0310396946564886
"REACTOME_INTERLEUKIN_27_SIGNALING",9,0.111111111111111,0.333333333333333,"Up",0.0811,0.322913492063492,0.004,0.0310396946564886
"REACTOME_SYNTHESIS_OF_LIPOXINS_LX",5,0,0.2,"Up",0.0891,0.334364620938628,0.0041,0.0310396946564886
"REACTOME_MITOTIC_G2_G2_M_PHASES",177,0.27683615819209,0.096045197740113,"Down",0.1484,0.391956315789474,0.0041,0.0310396946564886
"REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE",204,0.205882352941176,0.147058823529412,"Down",0.3484,0.597012265758092,0.0039,0.0310396946564886
"REACTOME_O_LINKED_GLYCOSYLATION",107,0.252336448598131,0.186915887850467,"Down",0.4108,0.642356697819315,0.004,0.0310396946564886
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE",62,0.17741935483871,0.209677419354839,"Up",0.5381,0.746967679558011,0.0039,0.0310396946564886
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI",439,0.211845102505695,0.161731207289294,"Down",0.5984,0.78120078023407,0.0041,0.0310396946564886
"REACTOME_METABOLISM_OF_LIPIDS",585,0.193162393162393,0.223931623931624,"Up",0.6963,0.841197352587244,0.0041,0.0310396946564886
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS",9,0.555555555555556,0.111111111111111,"Down",0.0566,0.284966169154229,0.0042,0.0315651515151515
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",11,0.545454545454545,0.0909090909090909,"Down",0.0074,0.167713636363636,0.0046,0.0333445255474453
"REACTOME_NUCLEOTIDE_BIOSYNTHESIS",14,0.428571428571429,0.0714285714285714,"Down",0.0099,0.180558064516129,0.0046,0.0333445255474453
"REACTOME_REPRESSION_OF_WNT_TARGET_GENES",10,0.1,0.3,"Up",0.0161,0.20141975308642,0.0046,0.0333445255474453
"REACTOME_HYALURONAN_METABOLISM",17,0.352941176470588,0.117647058823529,"Down",0.0225,0.219625,0.0046,0.0333445255474453
"REACTOME_GLUCOSE_METABOLISM",81,0.259259259259259,0.160493827160494,"Down",0.2753,0.534528046421663,0.0045,0.0333445255474453
"REACTOME_REGULATED_NECROSIS",51,0.215686274509804,0.411764705882353,"Up",0.1728,0.423736385542169,0.0048,0.0345579710144928
"REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION",15,0.0666666666666667,0.4,"Up",0.0511,0.275560215053763,0.0051,0.034727397260274
"REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",13,0.153846153846154,0.230769230769231,"Up",0.0724,0.310424786324786,0.0051,0.034727397260274
"REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES",32,0.125,0.3125,"Up",0.1693,0.42106024691358,0.005,0.034727397260274
"REACTOME_RHOBTB2_GTPASE_CYCLE",22,0.409090909090909,0.0909090909090909,"Down",0.1777,0.4267,0.0049,0.034727397260274
"REACTOME_COBALAMIN_CBL_METABOLISM",7,0.285714285714286,0.142857142857143,"Down",0.4378,0.666921092564492,0.0051,0.034727397260274
"REACTOME_RHOBTB_GTPASE_CYCLE",34,0.264705882352941,0.205882352941176,"Down",0.7104,0.84620308056872,0.005,0.034727397260274
"REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY",22,0.272727272727273,0.181818181818182,"Down",0.751,0.875749711649366,0.0051,0.034727397260274
"REACTOME_RHO_GTPASE_EFFECTORS",240,0.229166666666667,0.233333333333333,"Down",0.8226,0.917600222222222,0.0049,0.034727397260274
"REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS",17,0,0.411764705882353,"Up",0.0112,0.180558064516129,0.0055,0.035301935483871
"REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG",7,0.285714285714286,0.285714285714286,"Down",0.0952,0.340541134751773,0.0055,0.035301935483871
"REACTOME_GLYCOLYSIS",61,0.229508196721311,0.114754098360656,"Down",0.1998,0.454972911963883,0.0053,0.035301935483871
"REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA",15,0.4,0.133333333333333,"Down",0.2354,0.49227375,0.0053,0.035301935483871
"REACTOME_VITAMIN_C_ASCORBATE_METABOLISM",8,0.375,0.125,"Down",0.248,0.504540485829959,0.0055,0.035301935483871
"REACTOME_PLASMA_LIPOPROTEIN_REMODELING",26,0.153846153846154,0.192307692307692,"Down",0.6713,0.827929975429975,0.0054,0.035301935483871
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",12,0.166666666666667,0.166666666666667,"Down",0.7378,0.864295215869312,0.0055,0.035301935483871
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",228,0.184210526315789,0.162280701754386,"Up",0.8441,0.926562663755459,0.0054,0.035301935483871
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION",29,0.172413793103448,0.241379310344828,"Up",0.897,0.948885684210526,0.0054,0.035301935483871
"REACTOME_SIGNALING_BY_VEGF",100,0.12,0.29,"Up",0.2111,0.46775761589404,0.0056,0.0354917197452229
"REACTOME_HS_GAG_BIOSYNTHESIS",29,0.172413793103448,0.206896551724138,"Up",0.994,0.9979258,0.0056,0.0354917197452229
"REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA",5,0.4,0,"Down",0.0756,0.313438842975207,0.0057,0.0356767295597484
"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE",25,0.2,0.12,"Down",0.3114,0.566296014492754,0.0057,0.0356767295597484
"REACTOME_ENOS_ACTIVATION",12,0.0833333333333333,0.416666666666667,"Up",0.0798,0.321562248995984,0.0058,0.0358571428571429
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",85,0.305882352941176,0.0470588235294118,"Down",0.0811,0.322913492063492,0.0058,0.0358571428571429
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",32,0.1875,0.21875,"Up",0.4989,0.722720634920635,0.0059,0.0360331288343558
"REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES",7,0.428571428571429,0.285714285714286,"Down",0.7074,0.84620308056872,0.0059,0.0360331288343558
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",27,0.407407407407407,0.037037037037037,"Down",2e-04,0.0753,0.0061,0.0368133333333333
"REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS",25,0.12,0.36,"Up",0.031,0.222168918918919,0.0061,0.0368133333333333
"REACTOME_PHOSPHOLIPID_METABOLISM",190,0.184210526315789,0.263157894736842,"Up",0.6534,0.815859130434783,0.0062,0.0371963855421687
"REACTOME_G0_AND_EARLY_G1",17,0.294117647058824,0.176470588235294,"Down",0.0403,0.246740606060606,0.0063,0.0372830409356725
"REACTOME_TELOMERE_MAINTENANCE",49,0.26530612244898,0.102040816326531,"Down",0.0753,0.313438842975207,0.0064,0.0372830409356725
"REACTOME_CARDIAC_CONDUCTION",100,0.16,0.13,"Down",0.3051,0.560934432234432,0.0063,0.0372830409356725
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",34,0.176470588235294,0.235294117647059,"Up",0.3919,0.630476602564103,0.0064,0.0372830409356725
"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP",39,0.205128205128205,0.205128205128205,"Down",0.5695,0.770522641509434,0.0064,0.0372830409356725
"REACTOME_RHOD_GTPASE_CYCLE",50,0.12,0.44,"Up",0.0904,0.334364620938628,0.0067,0.038152
